baseline_model,group,n_trials,n_unique_winner_trials,n_tied_human_trials,strict_unique_winner_accuracy,tie_compatible_accuracy,top2_hit_rate,mean_spearman,mean_ndcg,mae,rmse,mean_predicted_winner_probability,mean_observed_winner_probability_mass,mean_entropy,mean_top2_margin,mean_expected_draws_outside_0_100_prop,predicted_exact_tie_count
categorical_design,group_01,96,89,7,0.25842696629213485,0.2916666666666667,0.6041666666666666,0.24639048266214061,0.9031031919988867,22.953048682689495,27.09612226181827,0.8420729166666666,0.28101041666666665,0.5069274967104587,0.7088854166666666,0.005266666666666667,0
categorical_design,group_02,84,75,9,0.32,0.39285714285714285,0.5952380952380952,0.44428187813500075,0.9362816134924401,24.401011269414678,29.47438277130116,0.8201547619047619,0.3777023809523809,0.37929994168646175,0.6446904761904761,0.0033785714285714287,0
primary_acoustic,group_01,96,89,7,0.25842696629213485,0.2916666666666667,0.6041666666666666,0.24639048266214061,0.9031031919988867,22.94336315593711,27.09440275425568,0.8491562500000001,0.2813645833333333,0.4774733991153333,0.71615625,0.005597916666666667,0
primary_acoustic,group_02,84,75,9,0.30666666666666664,0.38095238095238093,0.5952380952380952,0.44371687278462796,0.9359852740019963,24.363402068908165,29.461134363366728,0.8103809523809525,0.3760952380952381,0.36811253830211066,0.6232142857142857,0.00424047619047619,0
