baseline_model,n_trials,n_unique_winner_trials,n_tied_human_trials,strict_unique_winner_accuracy,tie_compatible_accuracy,top2_hit_rate,mean_spearman,mean_ndcg,mae,rmse,mean_predicted_winner_probability,mean_observed_winner_probability_mass,mean_entropy,mean_top2_margin,mean_expected_draws_outside_0_100_prop,predicted_exact_tie_count
primary_acoustic,180,164,16,0.2804878048780488,0.3333333333333333,0.6,0.33524505599214954,0.9183366989155816,23.60604798199027,28.223586295523557,0.8310611111111111,0.32557222222222215,0.4264383307358295,0.6727833333333333,0.004964444444444444,0
