feature,count,mean,std,min,<lambda>,median,<lambda>,max,coefficient_of_variation,near_constant
RMS,12.0,0.05684605489174167,0.006404058780877962,0.0454737171531,0.0524370856583,0.05758120678365,0.061572535894824997,0.0656963214278,0.11265616924646629,False
CF,12.0,17.221843163191668,1.8057488411369342,13.8143320084,16.617784976975,17.4928855896,18.329502105725,19.9389343262,0.10485224049632332,False
SW,12.0,0.114606005556792,0.07817690104685711,0.000543582602404,0.069199527613825,0.10388172417854999,0.15915565565275,0.249741911888,0.6821361643925129,False
SI,12.0,0.06014285372897784,0.17787747652007818,-0.0521329641342,-0.02525212382895,-0.0061729319568329995,0.067076995968825,0.595546245575,2.9575829128702256,False
