artist,song,mix_id,institution,source_path,reference_mix_id,decoder_backend,original_sample_rate,decoded_channels,original_duration_seconds,estimated_lag_seconds,refined_lag_seconds,alignment_score,second_best_score,confidence_margin,alignment_confidence,aligned_start_seconds,aligned_end_seconds,usable_overlap_seconds,retained_for_excerpt_selection,exclusion_reason,notes,soundfile_version,libsndfile_version,decoder_mp3_support,decoded_frame_count,soundfile_info_frame_count,decoded_duration_from_frames_seconds,duration_frame_delta_seconds,full_waveform_decode_verified,decode_duration_consistent_with_report,decode_verification_notes,soundfile_info_frame_count_matches_decoded,soundfile_info_minus_decoded_frames
The DoneFors,Lead Me,mix_f5d86db961c3,DU,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\DU-G.mp3,mix_271852ba8676,soundfile,44100,2,80.014127,-0.010431,-0.010431,0.854543,0.514535,0.340008,0.890907,0.010431,80.024558,80.014127,true,,,0.14.0,1.2.2,true,3528623,3528623,80.014126984,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_9346b5d4ade2,McG,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\McG-A.mp3,mix_271852ba8676,soundfile,48000,2,80.064000,0.063583,0.063583,0.791121,0.562741,0.228380,0.843341,-0.063583,80.000417,80.064000,true,,,0.14.0,1.2.2,true,3843072,3847306,80.064000000,0.000000000,true,true,full_decode_verified_from_sf_read; soundfile_info_frame_estimate_differs_by_4234_frames,false,4234
The DoneFors,Lead Me,mix_5aa762fa5def,McG,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\McG-B.mp3,mix_271852ba8676,soundfile,48000,2,80.064000,0.063583,0.063583,0.751770,0.471199,0.280570,0.813827,-0.063583,80.000417,80.064000,true,,,0.14.0,1.2.2,true,3843072,3847306,80.064000000,0.000000000,true,true,full_decode_verified_from_sf_read; soundfile_info_frame_estimate_differs_by_4234_frames,false,4234
The DoneFors,Lead Me,mix_7b5a2d66116b,McG,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\McG-C.mp3,mix_271852ba8676,soundfile,48000,2,80.064000,0.078549,0.078549,0.780599,0.584698,0.195901,0.835449,-0.078549,79.985451,80.064000,true,,,0.14.0,1.2.2,true,3843072,3847306,80.064000000,0.000000000,true,true,full_decode_verified_from_sf_read; soundfile_info_frame_estimate_differs_by_4234_frames,false,4234
The DoneFors,Lead Me,mix_4181778a6cfd,McG,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\McG-D.mp3,mix_271852ba8676,soundfile,48000,2,80.064000,0.138413,0.138413,0.836259,0.560108,0.276151,0.877194,-0.138413,79.925587,80.064000,true,,,0.14.0,1.2.2,true,3843072,3847306,80.064000000,0.000000000,true,true,full_decode_verified_from_sf_read; soundfile_info_frame_estimate_differs_by_4234_frames,false,4234
The DoneFors,Lead Me,mix_28932c4bb152,McG,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\McG-E.mp3,mix_271852ba8676,soundfile,48000,2,80.064000,0.078549,0.078549,0.786049,0.591970,0.194079,0.839537,-0.078549,79.985451,80.064000,true,,,0.14.0,1.2.2,true,3843072,3847306,80.064000000,0.000000000,true,true,full_decode_verified_from_sf_read; soundfile_info_frame_estimate_differs_by_4234_frames,false,4234
The DoneFors,Lead Me,mix_e245880b329a,McG,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\McG-F.mp3,mix_271852ba8676,soundfile,48000,2,80.064000,0.138413,0.138413,0.802603,0.543686,0.258916,0.851952,-0.138413,79.925587,80.064000,true,,,0.14.0,1.2.2,true,3843072,3847306,80.064000000,0.000000000,true,true,full_decode_verified_from_sf_read; soundfile_info_frame_estimate_differs_by_4234_frames,false,4234
The DoneFors,Lead Me,mix_e0abc393175b,McG,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\McG-G.mp3,mix_271852ba8676,soundfile,48000,2,80.064000,0.138413,0.138413,0.805324,0.564346,0.240977,0.853993,-0.138413,79.925587,80.064000,true,,,0.14.0,1.2.2,true,3843072,3847306,80.064000000,0.000000000,true,true,full_decode_verified_from_sf_read; soundfile_info_frame_estimate_differs_by_4234_frames,false,4234
The DoneFors,Lead Me,mix_427e3b105a59,McG,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\McG-H.mp3,mix_271852ba8676,soundfile,48000,2,80.064000,0.138413,0.138413,0.850424,0.581295,0.269129,0.887818,-0.138413,79.925587,80.064000,true,,,0.14.0,1.2.2,true,3843072,3847306,80.064000000,0.000000000,true,true,full_decode_verified_from_sf_read; soundfile_info_frame_estimate_differs_by_4234_frames,false,4234
The DoneFors,Lead Me,mix_fa064711a381,McG,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\McG-pro.mp3,mix_271852ba8676,soundfile,48000,2,80.064000,0.078549,0.078549,0.787373,0.602085,0.185288,0.840529,-0.078549,79.985451,80.064000,true,,,0.14.0,1.2.2,true,3843072,3847312,80.064000000,0.000000000,true,true,full_decode_verified_from_sf_read; soundfile_info_frame_estimate_differs_by_4240_frames,false,4240
The DoneFors,Lead Me,mix_d3e3580b6e30,McG,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\McG-pro2.mp3,mix_271852ba8676,soundfile,48000,2,80.064000,0.078549,0.078549,0.787373,0.602085,0.185288,0.840529,-0.078549,79.985451,80.064000,true,,,0.14.0,1.2.2,true,3843072,3847312,80.064000000,0.000000000,true,true,full_decode_verified_from_sf_read; soundfile_info_frame_estimate_differs_by_4240_frames,false,4240
The DoneFors,Lead Me,mix_d5b28dfc8a93,PXL,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\PXL-L1.mp3,mix_271852ba8676,soundfile,44100,2,80.014127,-0.045351,-0.045351,0.886107,0.496724,0.389383,0.914580,0.045351,80.059478,80.014127,true,,,0.14.0,1.2.2,true,3528623,3528623,80.014126984,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_92e2bdebe300,PXL,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\PXL-L2.mp3,mix_271852ba8676,soundfile,44100,2,80.014127,-0.045351,-0.045351,0.882566,0.568804,0.313762,0.911924,0.045351,80.059478,80.014127,true,,,0.14.0,1.2.2,true,3528623,3528623,80.014126984,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_3bc79ea82599,PXL,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\PXL-L3.mp3,mix_271852ba8676,soundfile,44100,2,80.014127,-0.045351,-0.045351,0.897227,0.555742,0.341485,0.922920,0.045351,80.059478,80.014127,true,,,0.14.0,1.2.2,true,3528623,3528623,80.014126984,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_c7d9a071ba25,PXL,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\PXL-L4.mp3,mix_271852ba8676,soundfile,44100,2,80.014127,-0.035374,-0.035374,0.864033,0.504583,0.359450,0.898025,0.035374,80.049501,80.014127,true,,,0.14.0,1.2.2,true,3528623,3528623,80.014126984,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_864280f1b98b,QUT,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\QUT-A.mp3,mix_271852ba8676,soundfile,44100,2,80.587755,-0.070023,-0.070023,0.753055,0.508284,0.244770,0.814791,0.070023,80.657778,80.587755,true,,,0.14.0,1.2.2,true,3553920,3553920,80.587755102,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_5e09465de0ed,QUT,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\QUT-D.mp3,mix_271852ba8676,soundfile,44100,2,80.561633,0.021678,0.021678,0.808904,0.575469,0.233436,0.856678,-0.021678,80.539955,80.561633,true,,,0.14.0,1.2.2,true,3552768,3552768,80.561632653,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_345e90b3c215,QUT,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\QUT-E.mp3,mix_271852ba8676,soundfile,44100,2,80.561633,0.041633,0.041633,0.829907,0.579869,0.250037,0.872430,-0.041633,80.520000,80.561633,true,,,0.14.0,1.2.2,true,3552768,3552768,80.561632653,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_4e2cf7c970a8,QUT,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\QUT-F.mp3,mix_271852ba8676,soundfile,44100,2,80.535510,0.036644,0.036644,0.763829,0.605432,0.158397,0.822872,-0.036644,80.498866,80.535510,true,,,0.14.0,1.2.2,true,3551616,3551616,80.535510204,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_542ca972e5f6,QUT,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\QUT-H.mp3,mix_271852ba8676,soundfile,44100,2,80.561633,0.021678,0.021678,0.840544,0.548254,0.292289,0.880408,-0.021678,80.539955,80.561633,true,,,0.14.0,1.2.2,true,3552768,3552768,80.561632653,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_d2cf329ea054,QUT,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\QUT-pro.mp3,mix_271852ba8676,soundfile,44100,2,80.535510,0.101497,0.101497,0.793581,0.564653,0.228928,0.845186,-0.101497,80.434013,80.535510,true,,,0.14.0,1.2.2,true,3551616,3551616,80.535510204,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_d2a4240adfd8,UCP,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\UCP-A1.mp3,mix_271852ba8676,soundfile,44100,2,81.006780,0.055510,0.055510,0.764951,0.538277,0.226674,0.823713,-0.055510,80.951270,81.006780,true,,duration_mismatch,0.14.0,1.2.2,true,3572399,3572399,81.006780045,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_a5df7e0b4222,UCP,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\UCP-A2.mp3,mix_271852ba8676,soundfile,44100,2,81.006780,0.058594,0.058594,0.760892,0.616085,0.144807,0.812015,-0.058594,80.948186,81.006780,true,,duration_mismatch,0.14.0,1.2.2,true,3572399,3572399,81.006780045,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_06852a8a8947,UCP,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\UCP-A3.mp3,mix_271852ba8676,soundfile,44100,2,81.006780,0.055510,0.055510,0.783908,0.604110,0.179798,0.837931,-0.055510,80.951270,81.006780,true,,duration_mismatch,0.14.0,1.2.2,true,3572399,3572399,81.006780045,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_5d42d0f1628e,UCP,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\UCP-A4.mp3,mix_271852ba8676,soundfile,44100,2,81.006780,0.055510,0.055510,0.746069,0.515006,0.231063,0.809552,-0.055510,80.951270,81.006780,true,,duration_mismatch,0.14.0,1.2.2,true,3572399,3572399,81.006780045,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
The DoneFors,Lead Me,mix_0255886c8875,UCP,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\LeadMe\UCP-A5.mp3,mix_271852ba8676,soundfile,44100,2,81.006780,0.055510,0.055510,0.774932,0.595060,0.179872,0.831199,-0.055510,80.951270,81.006780,true,,duration_mismatch,0.14.0,1.2.2,true,3572399,3572399,81.006780045,0.000000000,true,true,full_decode_verified_from_sf_read,true,0
