artist,song,component,feature,loading,retained
Broken Crank,Red To Blue,bark_pc_05,bark_side_16,-0.0491883432329,true
Broken Crank,Red To Blue,bark_pc_05,bark_side_17,0.00868170993556,true
Broken Crank,Red To Blue,bark_pc_05,bark_side_18,0.0383241501531,true
Broken Crank,Red To Blue,bark_pc_05,bark_side_19,0.171037056245,true
Broken Crank,Red To Blue,bark_pc_05,bark_side_20,0.239554918299,true
Broken Crank,Red To Blue,bark_pc_05,bark_side_21,0.303365921726,true
Broken Crank,Red To Blue,bark_pc_05,bark_side_22,0.223458410403,true
Broken Crank,Red To Blue,bark_pc_05,bark_side_23,0.0498936076924,true
Broken Crank,Red To Blue,bark_pc_05,bark_side_24,-0.137588924124,true
Broken Crank,Red To Blue,bark_pc_06,bark_mid_01,-0.131016846831,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_02,-0.164686553477,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_03,0.209140276413,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_04,0.382840188783,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_05,0.32153426966,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_06,0.035226239606,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_07,-0.0423562074134,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_08,-0.0652305362663,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_09,-0.0430665883127,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_10,-0.0423385493704,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_11,-0.199107634898,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_12,-0.216345811873,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_13,-0.206029178074,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_14,-0.0807899655567,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_15,0.0515300593562,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_16,-0.00814481495701,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_17,0.0307824156954,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_18,0.130671057449,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_19,0.120488777297,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_20,0.0625725935707,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_21,0.0528831819757,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_22,0.0241897721616,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_23,-0.212785107203,false
Broken Crank,Red To Blue,bark_pc_06,bark_mid_24,-0.213651017023,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_01,0.153593890511,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_02,0.165313587647,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_03,0.130089681605,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_04,0.104606334962,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_05,0.111907184263,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_06,0.067661313095,false
