model,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
primary_feature,0,-4362.06605896041,55.40297982758602,0.0,0.9999999999999999,24.195508317650667,0.0,False,log
si_sensitivity,1,-4362.391480693494,55.87216960828755,0.3254217330829956,1.6653345369377348e-16,24.242954977082135,0.23308345382555107,False,log
