summary_type,level,mean,median,sd,hdi_3,hdi_97,probability_above_zero,probability_below_zero
episode,EDR-1,54.593520530064616,54.510070350942186,4.310199591242047,46.5337868809539,62.84952363370738,1.0,0.0
episode,EDR-2,56.740609862321755,56.70979690534806,4.330556252695645,48.43441770781752,64.83971995083252,1.0,0.0
episode,FM-1,48.301966218880786,48.26748131259721,4.329633987427944,40.01342808097426,56.35532091405325,1.0,0.0
