group,episode,song_id,stimulus_id,mix_id,mean,median,sd,hdi_3,hdi_97,probability_above_zero,probability_below_zero
group_02,EDR-2,pouring_room,pouring_room_mcg_t,mix_be2ccd4c43ff,40.28518048973275,40.254969616738656,5.54282377819646,30.506076270164797,51.1612969104559,1.0,0.0
group_02,EDR-2,pouring_room,pouring_room_mcg_v,mix_e08faaf8bbb3,62.376730650684344,62.33604546579066,5.349409067618839,52.41854463090738,72.05984343889264,1.0,0.0
group_02,EDR-2,pouring_room,pouring_room_mcg_x,mix_cbf8555ee2b2,61.125923367275696,61.04875317006025,5.272586593863633,51.14619259676775,70.70959115066707,1.0,0.0
group_02,FM-1,in_the_meantime,in_the_meantime_du_h,mix_302f0efe8a80,67.50640123806433,67.42757127240097,5.351240919332157,57.64984464825723,77.5488613316997,1.0,0.0
group_02,FM-1,in_the_meantime,in_the_meantime_du_i,mix_9baa86357fd4,55.3644975336044,55.375449426691674,5.3330961843805325,45.35934316533561,65.53072071996273,1.0,0.0
group_02,FM-1,in_the_meantime,in_the_meantime_du_k,mix_56e65a3ce054,21.737932939189978,21.641636166002314,5.475677296819172,12.077311687600123,32.503510861088664,1.0,0.0
group_02,FM-1,in_the_meantime,in_the_meantime_qut_b,mix_c7bdcba64775,42.99960572192642,43.025711235444575,5.340012769503774,32.35371043751148,52.68436967242927,1.0,0.0
group_02,FM-1,in_the_meantime,in_the_meantime_qut_pro,mix_cdaef40f2b94,54.505599169202846,54.5190189144564,5.436245348406568,44.036116888472115,64.47407049586556,1.0,0.0
group_02,FM-1,pouring_room,pouring_room_mcg_pro1,mix_132e75f34470,68.20209787226817,68.11240833402857,5.345009878373779,58.02274031379184,78.42675332672285,1.0,0.0
group_02,FM-1,pouring_room,pouring_room_mcg_r,mix_0ba76f420c1d,70.51187381679688,70.48852700759389,5.357894807026582,60.41403873609161,80.33572208942394,1.0,0.0
group_02,FM-1,pouring_room,pouring_room_mcg_t,mix_be2ccd4c43ff,31.846536846291777,31.885095329694998,5.512733952932365,21.150580357313927,41.89065436537746,1.0,0.0
group_02,FM-1,pouring_room,pouring_room_mcg_v,mix_e08faaf8bbb3,53.938087007243375,53.83817654545214,5.3864956904398404,43.67057067343152,63.928619484599594,1.0,0.0
group_02,FM-1,pouring_room,pouring_room_mcg_x,mix_cbf8555ee2b2,52.68727972383472,52.66268957285241,5.331865107810927,43.151885293831796,62.977598502009904,1.0,0.0
