parameter,mean,median,sd,hdi_3%,hdi_97%,true_value,absolute_error,true_inside_hdi
participant_sd,6.6922270908862025,6.614855889223648,0.8673478657675998,5.186802573463272,8.420882727997492,8.0,1.3077729091137975,True
stimulus_sd,3.4191285303601218,3.351358549807574,0.6996482996057745,2.160379806101513,4.76052830606075,5.0,1.5808714696398782,False
residual_sd,10.135002997424632,10.131882414180037,0.21590651935621435,9.745907611531818,10.555999325545557,10.0,0.13500299742463184,True
participant_variance,45.53800768316275,43.756318526417104,12.039199866185212,23.418320055594446,66.7844594186366,64.0,18.461992316837247,True
stimulus_variance,12.179825273328031,11.231604234639097,5.1793649261313925,4.194198764554974,21.849904224810235,25.0,12.820174726671969,False
residual_variance,102.76488972900053,102.65504125507209,4.382278401910143,94.98271517251382,111.42912176091825,100.0,2.7648897290005294,True
