artist,song,song_id,mix_id,mixer_id,institution_code,institution_name,original_dataset_filename,original_mix_name,institution_category,source_path,reference_mix_id,decoder_backend,original_sample_rate,target_sample_rate,original_channels,target_channels,approved_aligned_start_seconds,approved_aligned_end_seconds,alignment_lag_seconds,actual_source_start_seconds,actual_source_end_seconds,decoded_duration_seconds,decoded_sample_count,feature_extraction_status,exclusion_reason,extraction_notes,rms_left,rms_right,rms_mean,crest_factor_left,crest_factor_right,crest_factor_mean,stereo_width,stereo_imbalance,bark_mid_01,bark_mid_02,bark_mid_03,bark_mid_04,bark_mid_05,bark_mid_06,bark_mid_07,bark_mid_08,bark_mid_09,bark_mid_10,bark_mid_11,bark_mid_12,bark_mid_13,bark_mid_14,bark_mid_15,bark_mid_16,bark_mid_17,bark_mid_18,bark_mid_19,bark_mid_20,bark_mid_21,bark_mid_22,bark_mid_23,bark_mid_24,bark_side_01,bark_side_02,bark_side_03,bark_side_04,bark_side_05,bark_side_06,bark_side_07,bark_side_08,bark_side_09,bark_side_10,bark_side_11,bark_side_12,bark_side_13,bark_side_14,bark_side_15,bark_side_16,bark_side_17,bark_side_18,bark_side_19,bark_side_20,bark_side_21,bark_side_22,bark_side_23,bark_side_24,distance_from_medoid,nearest_neighbour_distance,acoustic_outlier_score,stereo_imbalance_qc_only,stereo_imbalance_qc_flag,candidate_pool_selected,scaled_rms_mean,scaled_crest_factor_mean,scaled_stereo_width,combined_scalar_rms_mean,combined_scalar_crest_factor_mean,combined_scalar_stereo_width,bark_pc_01,bark_pc_02,bark_pc_03,bark_pc_04,bark_pc_05,bark_pc_06,bark_pc_07,bark_pc_08,bark_pc_09,combined_bark_pc_01,combined_bark_pc_02,combined_bark_pc_03,combined_bark_pc_04,combined_bark_pc_05,combined_bark_pc_06,combined_bark_pc_07,combined_bark_pc_08,combined_bark_pc_09
Broken Crank,Red To Blue,song_redtoblue,mix_5143d2ee3859,McG-C,McG,McGill University,McG-C.mp3,McG-C,university_or_institution,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\RedToBlue\McG-C.mp3,mix_5143d2ee3859,soundfile,48000,44100,2,2,3.005442,31.005442,0,3.005442,31.005442,28,1234800,ok,,features extracted before preview fades; no normalisation applied,0.052255127579,0.052592869848,0.0524239987135,16.2913818359,16.405412674,16.3483963013,0.0995679274201,0.00644245976582,8.55717468262,7.92541742325,7.57536554337,7.75395584106,7.46670866013,7.31647586823,7.07828378677,7.11174106598,6.92189407349,6.93068218231,7.23375892639,7.26336717606,7.31946849823,7.3838763237,7.58656024933,7.34380245209,7.15809202194,6.96830320358,7.01214742661,7.45353889465,7.78035354614,7.78949451447,7.85233306885,7.64040327072,6.67073011398,6.75895214081,6.72635650635,6.89721298218,6.702003479,6.23695468903,6.22661781311,6.23063611984,6.23591470718,6.10593509674,6.58831262589,6.63838911057,6.62266921997,6.80519914627,6.84772157669,6.59454917908,6.35502910614,6.24289894104,6.1177778244,6.30243110657,6.54984474182,6.73325252533,7.34845209122,7.59858989716,1.08209318063,1.08209318063,2.38270562526,0.00644245976582,false,true,0.745627270748,0.528681920608,0.118518899054,0.412890906857,0.292757475755,0.0656298094637,2.78432436152,-2.55600295944,-0.401645372593,-7.06254098292,0.918334623552,,,,,0.291219177965,-0.26733849368,-0.0420090549997,-0.738688138429,0.0960508257817,,,,
Broken Crank,Red To Blue,song_redtoblue,mix_5b76bf1a027d,McG-H,McG,McGill University,McG-H.mp3,McG-H,university_or_institution,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\RedToBlue\McG-H.mp3,mix_5143d2ee3859,soundfile,48000,44100,2,2,3.005442,31.005442,-0.000454,3.004988,31.004988,28,1234800,ok,,features extracted before preview fades; no normalisation applied,0.0517701283097,0.0500578954816,0.0509140118957,14.3211317062,14.5534820557,14.4373073578,0.111657723784,-0.0336204059422,8.39147090912,7.91940975189,7.69438886642,7.84283161163,7.44485378265,7.34521913528,7.06728649139,7.12750005722,7.03487348557,7.05261993408,7.35480737686,7.39136743546,7.48682451248,7.60120201111,7.89767026901,7.70193529129,7.54112482071,7.25248718262,7.19024372101,7.62435436249,7.98324775696,7.91836833954,7.7590918541,7.39849233627,6.74543523788,6.82974767685,6.9094004631,7.03330278397,6.7258939743,6.52235841751,6.50136804581,6.41634130478,6.29396152496,6.21735095978,6.73301124573,6.78424596786,6.81228971481,6.98080015182,7.04080963135,6.82040977478,6.59491014481,6.42496585846,6.24253797531,6.36833620071,6.52716636658,6.58599233627,7.03334379196,7.27325582504,1.5315347612,1.5315347612,4.18837821587,-0.0336204059422,false,true,0.421432042098,-2.22062540949,0.323839557613,0.233367883481,-1.22967074178,0.179326070631,5.5369760599,3.1028867596,-6.86789074967,-0.574337934992,-1.82359927232,,,,,0.579125635958,0.324538384945,-0.718329202631,-0.0600713852217,-0.190734631483,,,,
Broken Crank,Red To Blue,song_redtoblue,mix_7ac13e0b6376,McG-B,McG,McGill University,McG-B.mp3,McG-B,university_or_institution,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\RedToBlue\McG-B.mp3,mix_5143d2ee3859,soundfile,48000,44100,2,2,3.005442,31.005442,-0.000454,3.004988,31.004988,28,1234800,ok,,features extracted before preview fades; no normalisation applied,0.0425793379545,0.0483681000769,0.0454737171531,18.4334812164,16.80534935,17.6194152832,0.134228721261,0.126785472035,8.25605869293,8.07318973541,7.57319259644,7.69832515717,7.40482854843,7.33732509613,7.07279539108,7.16773986816,7.04209804535,6.96193265915,7.17322921753,7.1992893219,7.25581359863,7.29637861252,7.50993251801,7.35397481918,7.19818258286,7.06196498871,6.92723655701,7.22327423096,7.5363779068,7.47252035141,7.35497093201,6.74507284164,6.93759679794,6.86893463135,6.76198959351,6.87912988663,6.70122289658,6.40476799011,6.3258972168,6.29543685913,6.23561382294,6.1731801033,6.61315727234,6.65420818329,6.68737888336,6.83061408997,6.88295698166,6.64377880096,6.47773456573,6.25938463211,6.08224725723,6.23227119446,6.43796873093,6.48148775101,6.84876346588,6.56656312943,1.94833049391,1.43124064575,4.16737798256,0.126785472035,true,true,-0.74660305411,2.35717965511,0.707162148566,-0.41343124664,1.30528761971,0.391590855473,2.35227224571,-0.940673640755,1.66427456929,2.10575755079,3.93630158122,,,,,0.246029808601,-0.0983873172898,0.174070477807,0.220246244084,0.411707244512,,,,
Broken Crank,Red To Blue,song_redtoblue,mix_808780e357c9,McG-pro1,McG,McGill University,McG-pro1.mp3,McG-pro1,university_or_institution,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\RedToBlue\McG-pro1.mp3,mix_5143d2ee3859,soundfile,48000,44100,2,2,3.005442,31.005442,-0.000454,3.004988,31.004988,28,1234800,ok,,features extracted before preview fades; no normalisation applied,0.0439536496997,0.0435291752219,0.0437414124608,15.4014053345,16.5603961945,15.9809007645,0.0225380174816,-0.00970399286598,8.27896595001,7.87351465225,7.4931845665,7.6864900589,7.48826742172,7.22416734695,7.06306934357,7.12392520905,7.04872560501,6.99912071228,7.33444023132,7.34916591644,7.38362646103,7.47798728943,7.60287714005,7.26256036758,6.9943447113,6.96995353699,6.94325017929,7.31391477585,7.63857316971,7.57993125916,7.44870042801,6.90230512619,5.67933034897,5.85978984833,5.81927204132,5.98220872879,5.71221637726,5.62669992447,5.58833122253,5.52048063278,5.47826099396,5.50031471252,5.81917095184,5.85693359375,5.9826631546,6.08166074753,6.1800532341,6.08836698532,5.99480819702,5.94385766983,5.96949291229,6.15834474564,6.40392065048,6.46704149246,6.86133956909,6.77603816986,1.62859994591,1.68830575362e-16,3.82323845602,-0.00970399286598,false,true,-1.11853008631,0,-1.18967781173,-0.619385743794,0,-0.6587837782,-10.5267561407,-2.53663786758,-2.25005335061,0.577241667266,-0.517422270601,,,,,-1.1010187291,-0.265313052172,-0.235338488647,0.0603750935602,-0.0541184390684,,,,
Broken Crank,Red To Blue,song_redtoblue,mix_8978729ff911,McG-D,McG,McGill University,McG-D.mp3,McG-D,university_or_institution,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\RedToBlue\McG-D.mp3,mix_5143d2ee3859,soundfile,48000,44100,2,2,3.005442,31.005442,-0.000454,3.004988,31.004988,28,1234800,ok,,features extracted before preview fades; no normalisation applied,0.0506659559906,0.05015354231,0.0504097491503,16.9059734344,15.4121685028,16.1590709686,0.116803251207,-0.0101647302508,8.4925994873,7.78295469284,7.45053100586,7.69137191772,7.45695495605,7.31142997742,7.0381770134,7.09057760239,6.95180606842,6.87355041504,7.11693096161,7.10374832153,7.14146947861,7.21529197693,7.39736127853,7.15274477005,6.93904542923,6.66756629944,6.46925544739,6.80923080444,7.37400245667,7.48733854294,7.35671377182,6.61180353165,6.82642316818,6.66753530502,6.87007856369,7.08998775482,6.91290807724,6.50722742081,6.4701757431,6.38068294525,6.25201654434,6.14496898651,6.59327507019,6.6268157959,6.64787101746,6.84228992462,6.87646770477,6.59727096558,6.34177064896,6.06640481949,5.7638630867,5.87093448639,6.1233716011,6.23086261749,6.61826515198,6.54105472565,1.4245096116,1.40195654786,2.71189024139,-0.0101647302508,false,true,0.313166477049,0.256317033178,0.41122589956,0.173415855051,0.141935490323,0.22771623471,2.64783653651,-9.12051075317,7.57657175914,0.441544057053,-1.7026156302,,,,,0.276943588257,-0.953936143673,0.792451852947,0.0461821543164,-0.178080661532,,,,
Broken Crank,Red To Blue,song_redtoblue,mix_906e7f7daf44,McG-pro,McG,McGill University,McG-pro.mp3,McG-pro,university_or_institution,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\RedToBlue\McG-pro.mp3,mix_5143d2ee3859,soundfile,48000,44100,2,2,3.005442,31.005442,-0.000454,3.004988,31.004988,28,1234800,ok,,features extracted before preview fades; no normalisation applied,0.0439536496997,0.0435291752219,0.0437414124608,15.4014053345,16.5603961945,15.9809007645,0.0225380174816,-0.00970399286598,8.27896595001,7.87351465225,7.4931845665,7.6864900589,7.48826742172,7.22416734695,7.06306934357,7.12392520905,7.04872560501,6.99912071228,7.33444023132,7.34916591644,7.38362646103,7.47798728943,7.60287714005,7.26256036758,6.9943447113,6.96995353699,6.94325017929,7.31391477585,7.63857316971,7.57993125916,7.44870042801,6.90230512619,5.67933034897,5.85978984833,5.81927204132,5.98220872879,5.71221637726,5.62669992447,5.58833122253,5.52048063278,5.47826099396,5.50031471252,5.81917095184,5.85693359375,5.9826631546,6.08166074753,6.1800532341,6.08836698532,5.99480819702,5.94385766983,5.96949291229,6.15834474564,6.40392065048,6.46704149246,6.86133956909,6.77603816986,1.62859994591,1.68830575362e-16,3.82323845602,-0.00970399286598,false,true,-1.11853008631,0,-1.18967781173,-0.619385743794,0,-0.6587837782,-10.5267561407,-2.53663786758,-2.25005335061,0.577241667266,-0.517422270601,,,,,-1.1010187291,-0.265313052172,-0.235338488647,0.0603750935602,-0.0541184390684,,,,
Broken Crank,Red To Blue,song_redtoblue,mix_b4b312ffa4d6,McG-G,McG,McGill University,McG-G.mp3,McG-G,university_or_institution,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\RedToBlue\McG-G.mp3,mix_5143d2ee3859,soundfile,48000,44100,2,2,3.005442,31.005442,-0.005442,3,31,28,1234800,ok,,features extracted before preview fades; no normalisation applied,0.0484297312796,0.0485482029617,0.0484889671206,15.7918987274,15.0701990128,15.4310493469,0.0628943890333,0.00244334270246,8.32047843933,7.95210170746,7.73091602325,7.89475154877,7.61686420441,7.48529148102,7.25212287903,7.2478222847,7.0990524292,7.03674411774,7.36308097839,7.40031242371,7.43666934967,7.52072906494,7.62428569794,7.39452362061,7.14852237701,6.90774297714,6.79809188843,7.11622476578,7.42362165451,7.40419054031,7.49354505539,7.39607906342,6.5234875679,6.62970924377,6.5872964859,6.64862632751,6.42491817474,6.24308872223,6.2381939888,6.09482908249,6.00528144836,5.92843198776,6.42549133301,6.45915031433,6.44804668427,6.59331226349,6.64174127579,6.45009279251,6.25993728638,6.14567947388,6.08296823502,6.23299407959,6.42018890381,6.55983924866,7.13416862488,7.37594079971,1.70079267594,1.70079267594,3.87038516492,0.00244334270246,false,true,-0.0992267716634,-0.791020500648,-0.504306732297,-0.0549467989488,-0.438027396084,-0.279259721581,-3.60117805381,13.4622863153,5.9065854678,-0.821536898326,-0.26407560015,,,,,-0.376655869206,1.40805288654,0.617783972402,-0.0859265190168,-0.027620301808,,,,
Broken Crank,Red To Blue,song_redtoblue,mix_dcc6aef84d67,McG-F,McG,McGill University,McG-F.mp3,McG-F,university_or_institution,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\RedToBlue\McG-F.mp3,mix_5143d2ee3859,soundfile,48000,44100,2,2,3.005442,31.005442,-0.000454,3.004988,31.004988,28,1234800,ok,,features extracted before preview fades; no normalisation applied,0.0457000918686,0.050499998033,0.0481000468135,14.8118152618,14.0399637222,14.4258899689,0.249741911888,0.0995422303677,8.22351837158,7.89615011215,7.55173540115,7.76372766495,7.5020570755,7.31645488739,7.07094955444,7.14463758469,7.04894304276,7.00138235092,7.31459712982,7.35802459717,7.4007434845,7.49183988571,7.69426822662,7.45290660858,7.26546478271,7.00236034393,6.91245746613,7.20058584213,7.59700489044,7.58918237686,7.50154352188,7.22195005417,7.00926160812,7.15518569946,7.13765478134,7.31857156754,7.10957145691,6.79184436798,6.69620943069,6.68874788284,6.58570051193,6.48932790756,6.97268342972,7.02187776566,7.03452110291,7.17388820648,7.23853731155,6.94489574432,6.66941261292,6.39354276657,6.1058588028,6.19221448898,6.32961988449,6.43915653229,6.93669271469,7.19037914276,2.31775532025,1.58101498685,4.86483493262,0.0995422303677,false,true,-0.182728234326,-2.23705055343,2.66891929136,-0.101185712137,-1.23876616096,1.47791336203,7.83464883214,1.50026282743,-0.0940139731595,2.64591578784,-1.85338653895,,,,,0.819444754382,0.156916095471,-0.00983314744474,0.276742692536,-0.193850153303,,,,
Broken Crank,Red To Blue,song_redtoblue,mix_e2654ec905ad,McG-A,McG,McGill University,McG-A.mp3,McG-A,university_or_institution,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\RedToBlue\McG-A.mp3,mix_5143d2ee3859,soundfile,48000,44100,2,2,3.005442,31.005442,-0.000454,3.004988,31.004988,28,1234800,ok,,features extracted before preview fades; no normalisation applied,0.0516162291169,0.0530042499304,0.0523102395236,15.5743455887,15.8508071899,15.7125759125,0.0545476786792,0.0265296716243,8.51809310913,7.9541721344,7.44518709183,7.6200504303,7.41418504715,7.3163022995,7.08429813385,7.14734888077,7.03053951263,6.99354553223,7.35073280334,7.37528276443,7.40039014816,7.45198059082,7.6056303978,7.39923429489,7.16817855835,6.93442153931,6.81686782837,7.19359874725,7.59180545807,7.59934425354,7.70395565033,7.52388191223,6.2458729744,6.2943277359,6.42759656906,6.61309862137,6.41187286377,6.24616384506,6.26686286926,6.23605918884,6.24857664108,6.19428491592,6.66383934021,6.67809677124,6.67731380463,6.80932331085,6.82116603851,6.56764602661,6.31065511703,6.07236623764,5.87603092194,6.07548332214,6.39453554153,6.56191301346,6.98197031021,6.88755893707,0,0.800517955377,0.970845043914,0.0265296716243,false,true,0.721203092904,-0.386014206696,-0.64605867047,0.399366024741,-0.213755266358,-0.357754820402,0.588205099023,-0.3060542345,0.274649910767,0.411843024432,-0.0676449707499,,,,,0.0615217852416,-0.0320109480834,0.0287262943741,0.0430756519189,-0.00707515009657,,,,
Broken Crank,Red To Blue,song_redtoblue,mix_f4f9bdec5b71,McG-E,McG,McGill University,McG-E.mp3,McG-E,university_or_institution,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\RedToBlue\McG-E.mp3,mix_5143d2ee3859,soundfile,48000,44100,2,2,3.005442,31.005442,-0.000454,3.004988,31.004988,28,1234800,ok,,features extracted before preview fades; no normalisation applied,0.0506283156574,0.0481982678175,0.0494132936001,16.0712509155,16.3468284607,16.2090396881,0.0856105461717,-0.049148414284,8.50423908234,7.88224744797,7.36993837357,7.68055915833,7.47146987915,7.2693810463,7.05840587616,7.14409446716,7.04579019547,7.02225923538,7.30529022217,7.31024312973,7.38075494766,7.42665433884,7.656478405,7.47102975845,7.32909297943,7.15012216568,7.13811016083,7.46507787704,7.76317453384,7.69783592224,7.52275276184,6.500207901,6.58998394012,6.72560405731,6.68146467209,6.80684185028,6.63264751434,6.45042419434,6.44949531555,6.39058065414,6.32378435135,6.26204442978,6.72538328171,6.71945381165,6.70481061935,6.81837177277,6.82545375824,6.63105583191,6.44230604172,6.34678173065,6.28371524811,6.40339136124,6.58040952682,6.60155200958,6.84851837158,6.18301868439,0.800517955377,0.800517955377,1.34096613345,-0.049148414284,false,true,0.0992267716634,0.328202419394,-0.118518899054,0.0549467989488,0.181742004206,-0.0656298094637,2.91042720033,-0.0689185793525,-3.55842491035,1.69887206159,1.8915303488,,,,,0.304408577005,-0.00720835988184,-0.372184215161,0.177689112692,0.197839706066,,,,
