participant_id,group,song_id,episode,trial_id,trial_index,candidate_count,unique_candidate_count,rating_count,comment_count,distinct_comment_count,max_rating,n_tied_winners,tie_flag,preferred_mix_id,preferred_stimulus_id,preferred_presentation_label,expected_five_candidates,comments_present
P026,group_02,pouring_room,FM-1,P026__trial_05,5,5,5,5,5,1,92,1,False,mix_0ba76f420c1d,pouring_room_mcg_r,D,True,True
P027,group_02,in_the_meantime,EDR-1,P027__trial_04,4,5,5,5,5,1,100,1,False,mix_9baa86357fd4,in_the_meantime_du_i,B,True,True
P027,group_02,in_the_meantime,EDR-2,P027__trial_05,5,5,5,5,5,1,94,1,False,mix_302f0efe8a80,in_the_meantime_du_h,D,True,True
P027,group_02,in_the_meantime,FM-1,P027__trial_02,2,5,5,5,5,1,86,1,False,mix_302f0efe8a80,in_the_meantime_du_h,C,True,True
P027,group_02,pouring_room,EDR-1,P027__trial_03,3,5,5,5,5,1,92,1,False,mix_132e75f34470,pouring_room_mcg_pro1,A,True,True
P027,group_02,pouring_room,EDR-2,P027__trial_06,6,5,5,5,5,1,91,1,False,mix_132e75f34470,pouring_room_mcg_pro1,B,True,True
P027,group_02,pouring_room,FM-1,P027__trial_01,1,5,5,5,5,1,85,1,False,mix_132e75f34470,pouring_room_mcg_pro1,A,True,True
P028,group_01,id_like_to_know,EDR-1,P028__trial_05,5,5,5,5,5,1,92,1,False,mix_65f41f41d3ab,id_like_to_know_pxl_s3,A,True,True
P028,group_01,id_like_to_know,EDR-2,P028__trial_01,1,5,5,5,5,1,91,1,False,mix_65f41f41d3ab,id_like_to_know_pxl_s3,D,True,True
P028,group_01,id_like_to_know,FM-1,P028__trial_04,4,5,5,5,5,1,96,1,False,mix_65f41f41d3ab,id_like_to_know_pxl_s3,D,True,True
P028,group_01,lead_me,EDR-1,P028__trial_06,6,5,5,5,5,1,91,1,False,mix_f1f7973e5bac,lead_me_du_d,A,True,True
P028,group_01,lead_me,EDR-2,P028__trial_02,2,5,5,5,5,1,94,1,False,mix_d5b28dfc8a93,lead_me_pxl_l1,A,True,True
P028,group_01,lead_me,FM-1,P028__trial_03,3,5,5,5,5,1,20,1,False,mix_f1f7973e5bac,lead_me_du_d,D,True,True
P029,group_02,in_the_meantime,EDR-1,P029__trial_02,2,5,5,5,5,1,93,1,False,mix_cdaef40f2b94,in_the_meantime_qut_pro,A,True,True
P029,group_02,in_the_meantime,EDR-2,P029__trial_04,4,5,5,5,5,1,100,1,False,mix_302f0efe8a80,in_the_meantime_du_h,C,True,True
P029,group_02,in_the_meantime,FM-1,P029__trial_06,6,5,5,5,5,1,92,1,False,mix_302f0efe8a80,in_the_meantime_du_h,E,True,True
P029,group_02,pouring_room,EDR-1,P029__trial_01,1,5,5,5,5,1,89,1,False,mix_0ba76f420c1d,pouring_room_mcg_r,C,True,True
P029,group_02,pouring_room,EDR-2,P029__trial_03,3,5,5,5,5,1,100,1,False,mix_0ba76f420c1d,pouring_room_mcg_r,B,True,True
P029,group_02,pouring_room,FM-1,P029__trial_05,5,5,5,5,5,1,99,1,False,mix_0ba76f420c1d,pouring_room_mcg_r,B,True,True
P030,group_02,in_the_meantime,EDR-1,P030__trial_06,6,5,5,5,5,1,98,1,False,mix_cdaef40f2b94,in_the_meantime_qut_pro,C,True,True
P030,group_02,in_the_meantime,EDR-2,P030__trial_03,3,5,5,5,5,1,86,1,False,mix_c7bdcba64775,in_the_meantime_qut_b,A,True,True
P030,group_02,in_the_meantime,FM-1,P030__trial_01,1,5,5,5,5,1,92,1,False,mix_9baa86357fd4,in_the_meantime_du_i,C,True,True
P030,group_02,pouring_room,EDR-1,P030__trial_05,5,5,5,5,5,1,100,1,False,mix_0ba76f420c1d,pouring_room_mcg_r,C,True,True
P030,group_02,pouring_room,EDR-2,P030__trial_04,4,5,5,5,5,1,100,1,False,mix_0ba76f420c1d,pouring_room_mcg_r,E,True,True
P030,group_02,pouring_room,FM-1,P030__trial_02,2,5,5,5,5,1,100,1,False,mix_0ba76f420c1d,pouring_room_mcg_r,C,True,True
