feature,stimulus_level_r2,stimulus_level_vif
z_RMS,0.3603259760546673,1.5632962455349932
z_CF,0.1876968632322934,1.2310675100667114
z_SW,0.3289633706390962,1.4902316151540063
z_SI,0.4563620136691624,1.8394593923601168
