raw_submissions,raw_columns,unit_of_observation_raw,group_01_submissions,group_02_submissions,complete_participants,incomplete_participants,possible_duplicates,probable_duplicates,manual_review_cases,recommended_exclusions,final_recommended_analysable_n,final_group_01_n,final_group_02_n,expected_ratings_if_all_valid,actual_rating_rows,final_analysable_rating_rows,missing_ratings,invalid_ratings,rating_min,rating_max,expected_comments_if_all_valid,actual_trial_comments,missing_blank_rating_row_comments,episodes_found,songs_found,stimuli_found,all_randomisation_mappings_reconstructed,participant_song_episode_trials,trials_with_rating_ties,trial_tie_proportion,all_stimuli_mapped_to_features,z_features_from_frozen_phase3_table,final_gate
33,40,one row per participant/submission with trial-level JSON payloads,17,16,33,0,0,0,0,0,33,17,16,990,990,990,0,0,0.0,100.0,198,198,0,EDR-1|EDR-2|FM-1,id_like_to_know|in_the_meantime|lead_me|pouring_room,20,True,198,16,0.08080808080808081,True,True,REAL DATA READY FOR STATISTICAL MODELLING
