feature,count,mean,std,min,q1,median,q3,max
rms_mean,20.0,0.059144346043455,0.00477125046028518,0.0503131300211,0.05602266825735,0.059010310098499996,0.061331543140125,0.0730051249266
crest_factor_mean,20.0,17.886542415630004,2.697715970295647,13.8143320084,16.1131811142,17.4256067276,19.99078130725,22.9316368103
stereo_width,20.0,0.0970994441478752,0.06404380633990632,0.000543582602404,0.042960757389700004,0.07823553308845,0.14744033664450001,0.217380493879
stereo_imbalance,20.0,-0.0037557258765377995,0.04879728034439285,-0.0638295859098,-0.046278437599525,-0.010668675415225,0.025691542308799997,0.109930999577
