group,z_RMS_mean,z_RMS_min,z_RMS_max,z_RMS_std,z_CF_mean,z_CF_min,z_CF_max,z_CF_std,z_SW_mean,z_SW_min,z_SW_max,z_SW_std,z_SI_mean,z_SI_min,z_SI_max,z_SI_std
group_01,0.17032932196009373,-1.0250576971995913,2.9805308263561203,1.1442824951302257,-0.49817190400509065,-1.548717422055362,0.8594252384169624,0.7494442573572625,-0.3854152624748095,-1.2816942263900757,0.8321106863211235,0.7804992473876338,0.46110149470248035,-1.0515106991885117,2.390299590706203,1.1334184359147288
group_02,-0.17032932196009223,-1.8990066727669184,1.177821012274786,0.9210692206861908,0.4981719040050878,-1.4346341192827423,1.9187185345499165,1.0531167935243395,0.3854152624748094,-1.5468197375217057,1.926895983278192,1.1326708766095743,-0.46110149470248024,-1.2630720295337683,0.8234428342152216,0.6819882757073257
