method,feature_a,feature_b,correlation,abs_correlation,flag
pearson,z_RMS,z_SW,-0.26008692243432424,0.26008692243432424,
pearson,z_SW,z_SI,-0.1507005809209079,0.1507005809209079,
pearson,z_RMS,z_CF,-0.14813468946066238,0.14813468946066238,
pearson,z_CF,z_SW,0.13660573677902663,0.13660573677902663,
pearson,z_CF,z_SI,-0.09802592285595868,0.09802592285595868,
pearson,z_RMS,z_SI,-0.08939580638316236,0.08939580638316236,
