prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P029__trial_03,171,P029,group_02,P029__trial_03,P029__trial_03,pouring_room,EDR-2,A,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),13.0,69.64532219552518,6.5607644270696515,56.77306418912769,81.61413232589052,0.509,True,True,False,laplace,0.0
real_loto__P029__trial_03,171,P029,group_02,P029__trial_03,P029__trial_03,pouring_room,EDR-2,B,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,69.66499254514466,6.465599514043256,57.639160571839355,81.78896597865538,0.491,False,False,False,laplace,0.0
real_loto__P029__trial_03,171,P029,group_02,P029__trial_03,P029__trial_03,pouring_room,EDR-2,C,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),56.0,53.02578521483306,6.766891085531941,40.96951792752574,66.74790685190293,0.0,False,False,False,laplace,0.0
real_loto__P029__trial_03,171,P029,group_02,P029__trial_03,P029__trial_03,pouring_room,EDR-2,D,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),22.0,29.981753207708213,6.6531323896859345,16.348279548085905,41.33963421894887,0.0,False,False,False,laplace,0.0
real_loto__P029__trial_03,171,P029,group_02,P029__trial_03,P029__trial_03,pouring_room,EDR-2,E,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),85.0,50.922036488488764,6.442051094270222,38.66233077990245,62.90242533791827,0.0,False,False,False,laplace,0.0
