prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P022__trial_02,128,P022,group_01,P022__trial_02,P022__trial_02,lead_me,EDR-2,A,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),75.0,50.00028663812918,6.398938408289649,36.95175214829676,61.27332446225992,0.002,False,False,False,laplace,0.0
real_loto__P022__trial_02,128,P022,group_01,P022__trial_02,P022__trial_02,lead_me,EDR-2,B,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),26.0,64.02346886146346,6.677748195800579,50.74857763342214,75.54778015529979,0.924,True,True,False,laplace,0.0
real_loto__P022__trial_02,128,P022,group_01,P022__trial_02,P022__trial_02,lead_me,EDR-2,C,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),100.0,55.804435535084366,6.56787687123732,44.2323814042644,68.58736491922554,0.068,False,False,False,laplace,0.0
real_loto__P022__trial_02,128,P022,group_01,P022__trial_02,P022__trial_02,lead_me,EDR-2,D,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),0.0,41.030640067088285,6.459011511941278,29.949379356973182,54.05504784237257,0.0,False,False,False,laplace,0.0
real_loto__P022__trial_02,128,P022,group_01,P022__trial_02,P022__trial_02,lead_me,EDR-2,E,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),87.0,51.378044595876766,6.170167413946629,39.75854520816617,62.8284492395018,0.006,False,False,False,laplace,0.0
