prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P015__trial_01,85,P015,group_01,P015__trial_01,P015__trial_01,lead_me,EDR-1,A,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),100.0,68.45832272576239,6.293339164389702,56.6931065603588,79.45669467222534,0.0,False,False,False,laplace,0.0
real_loto__P015__trial_01,85,P015,group_01,P015__trial_01,P015__trial_01,lead_me,EDR-1,B,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),50.0,59.08190343599864,6.620791305230315,47.07082802409795,71.50922965287124,0.0,False,False,False,laplace,0.0
real_loto__P015__trial_01,85,P015,group_01,P015__trial_01,P015__trial_01,lead_me,EDR-1,C,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),79.0,70.69501136899005,6.228038117825525,59.229291165060346,82.06652530074705,0.011,False,False,False,laplace,0.0
real_loto__P015__trial_01,85,P015,group_01,P015__trial_01,P015__trial_01,lead_me,EDR-1,D,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),43.0,76.07976163348843,6.313219316291663,65.45131078175017,88.87633357017067,0.136,False,False,False,laplace,0.001
real_loto__P015__trial_01,85,P015,group_01,P015__trial_01,P015__trial_01,lead_me,EDR-1,E,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),89.0,81.6940611704735,6.564839728028902,69.66769108300565,93.5852505387692,0.853,True,True,False,laplace,0.003
