prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P015__trial_04,88,P015,group_01,P015__trial_04,P015__trial_04,lead_me,EDR-2,A,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,71.06730926890785,6.511965075161981,59.17815211488271,83.5166676661228,0.001,False,False,False,laplace,0.0
real_loto__P015__trial_04,88,P015,group_01,P015__trial_04,P015__trial_04,lead_me,EDR-2,B,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),64.0,85.50557815179268,6.473735557403353,73.09606872416622,97.66775346304821,0.882,True,True,False,laplace,0.013
real_loto__P015__trial_04,88,P015,group_01,P015__trial_04,P015__trial_04,lead_me,EDR-2,C,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),51.0,78.81590739738674,6.621244862876086,67.48910418879096,92.49612922259037,0.112,False,False,False,laplace,0.0
real_loto__P015__trial_04,88,P015,group_01,P015__trial_04,P015__trial_04,lead_me,EDR-2,D,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),75.0,60.804983117224836,6.434245417473543,48.17016752194306,72.8592415034884,0.0,False,False,False,laplace,0.0
real_loto__P015__trial_04,88,P015,group_01,P015__trial_04,P015__trial_04,lead_me,EDR-2,E,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),85.0,72.85035662093154,6.491922564690748,60.885990118280624,85.0796543032372,0.005,False,False,False,laplace,0.0
