prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P005__trial_01,25,P005,group_02,P005__trial_01,P005__trial_01,in_the_meantime,FM-1,A,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),83.0,52.30138058692378,6.623253641015445,40.84945136854886,65.25176963416297,0.005,False,False,False,laplace,0.0
real_loto__P005__trial_01,25,P005,group_02,P005__trial_01,P005__trial_01,in_the_meantime,FM-1,B,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),52.0,52.005379237081215,6.458995833627881,39.22330864625145,63.59072606204324,0.008,False,False,False,laplace,0.0
real_loto__P005__trial_01,25,P005,group_02,P005__trial_01,P005__trial_01,in_the_meantime,FM-1,C,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),80.0,40.299371527801604,6.581467651777941,27.466484887252786,51.73410308410913,0.0,False,False,False,laplace,0.0
real_loto__P005__trial_01,25,P005,group_02,P005__trial_01,P005__trial_01,in_the_meantime,FM-1,D,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),55.0,67.00108838352305,6.352406080954506,55.05593449144156,78.23946737568265,0.987,True,True,False,laplace,0.0
real_loto__P005__trial_01,25,P005,group_02,P005__trial_01,P005__trial_01,in_the_meantime,FM-1,E,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),62.0,16.94843174600913,6.444766260053345,4.148244407601393,28.194319394627534,0.0,False,False,False,laplace,0.004
