prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P022__trial_06,132,P022,group_01,P022__trial_06,P022__trial_06,id_like_to_know,EDR-1,A,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),38.0,58.84702257053116,6.516993673869861,47.38662156033667,71.53542818056387,0.229,False,False,False,laplace,0.0
real_loto__P022__trial_06,132,P022,group_01,P022__trial_06,P022__trial_06,id_like_to_know,EDR-1,B,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),93.0,62.934476565255814,6.404571338759505,50.4742696616686,74.37818208581193,0.755,True,True,False,laplace,0.0
real_loto__P022__trial_06,132,P022,group_01,P022__trial_06,P022__trial_06,id_like_to_know,EDR-1,C,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),28.0,46.54792312358595,6.473702169209025,34.94207579766581,58.817983565154506,0.0,False,False,False,laplace,0.0
real_loto__P022__trial_06,132,P022,group_01,P022__trial_06,P022__trial_06,id_like_to_know,EDR-1,D,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),80.0,51.40348003064394,6.303949820000572,41.07961367131984,64.65385594639787,0.0,False,False,False,laplace,0.0
real_loto__P022__trial_06,132,P022,group_01,P022__trial_06,P022__trial_06,id_like_to_know,EDR-1,E,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),50.0,53.280895008600915,6.479251438550209,41.8553325038712,65.56667082032929,0.016,False,False,False,laplace,0.0
