prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P021__trial_06,126,P021,group_01,P021__trial_06,P021__trial_06,id_like_to_know,EDR-2,A,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),50.0,46.70399295893891,6.483209989286063,34.57717047612966,58.51845094784311,0.0,False,False,False,laplace,0.0
real_loto__P021__trial_06,126,P021,group_01,P021__trial_06,P021__trial_06,id_like_to_know,EDR-2,B,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),51.0,52.45544665109953,6.557375565787136,41.11351638469321,66.02654699400561,0.006,False,False,False,laplace,0.0
real_loto__P021__trial_06,126,P021,group_01,P021__trial_06,P021__trial_06,id_like_to_know,EDR-2,C,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),51.0,58.759557084175164,6.312852678456341,46.68949673079846,69.97766482743751,0.143,False,False,False,laplace,0.0
real_loto__P021__trial_06,126,P021,group_01,P021__trial_06,P021__trial_06,id_like_to_know,EDR-2,D,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),48.0,64.38928784799403,6.464352290152668,52.42252863651618,75.75424464358399,0.842,True,True,False,laplace,0.0
real_loto__P021__trial_06,126,P021,group_01,P021__trial_06,P021__trial_06,id_like_to_know,EDR-2,E,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),50.0,53.62041458569093,6.394195954548974,41.92458055444352,65.80523808997756,0.009,False,False,False,laplace,0.0
