prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P013__trial_06,78,P013,group_02,P013__trial_06,P013__trial_06,in_the_meantime,EDR-2,A,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),95.0,77.22904189732888,6.643212442458299,65.79681649292795,90.71023557389626,0.002,False,False,False,laplace,0.0
real_loto__P013__trial_06,78,P013,group_02,P013__trial_06,P013__trial_06,in_the_meantime,EDR-2,B,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),73.0,66.7166007739798,6.47425522075047,55.017489311498835,79.02798398934225,0.0,False,False,False,laplace,0.0
real_loto__P013__trial_06,78,P013,group_02,P013__trial_06,P013__trial_06,in_the_meantime,EDR-2,C,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),37.0,43.67266497656128,6.539862972960937,30.984020417691816,55.20391733235593,0.0,False,False,False,laplace,0.0
real_loto__P013__trial_06,78,P013,group_02,P013__trial_06,P013__trial_06,in_the_meantime,EDR-2,D,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,77.80019488070943,6.384322401784818,66.77228728544247,90.54370519946191,0.004,False,False,False,laplace,0.0
real_loto__P013__trial_06,78,P013,group_02,P013__trial_06,P013__trial_06,in_the_meantime,EDR-2,E,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),79.0,92.41268444396832,6.456133903360436,80.83448964116445,104.798716946755,0.994,True,True,False,laplace,0.128
