prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P015__trial_05,89,P015,group_01,P015__trial_05,P015__trial_05,lead_me,FM-1,A,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),77.0,60.657660295728,6.435449720967946,48.897308096857756,72.83863335388125,0.005,False,False,False,laplace,0.0
real_loto__P015__trial_05,89,P015,group_01,P015__trial_05,P015__trial_05,lead_me,FM-1,B,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),91.0,62.31986246786741,6.4522016118322645,50.080823684512474,73.91367903828872,0.016,False,False,False,laplace,0.0
real_loto__P015__trial_05,89,P015,group_01,P015__trial_05,P015__trial_05,lead_me,FM-1,C,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),55.0,50.99676635248643,6.376443291645287,38.963649515849674,62.45721352004873,0.0,False,False,False,laplace,0.0
real_loto__P015__trial_05,89,P015,group_01,P015__trial_05,P015__trial_05,lead_me,FM-1,D,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),66.0,67.24354850373912,6.13094270920712,55.094170862627294,77.58012155508935,0.126,False,False,False,laplace,0.0
real_loto__P015__trial_05,89,P015,group_01,P015__trial_05,P015__trial_05,lead_me,FM-1,E,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),100.0,73.32318339779553,6.457583010813901,61.61127339931059,85.3966160986221,0.853,True,True,False,laplace,0.0
