prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P025__trial_02,146,P025,group_01,P025__trial_02,P025__trial_02,lead_me,EDR-1,A,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),6.0,54.21684641744434,6.284167342684422,43.39941494139649,66.6113054410727,0.022,False,False,False,laplace,0.0
real_loto__P025__trial_02,146,P025,group_01,P025__trial_02,P025__trial_02,lead_me,EDR-1,B,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),89.0,64.66148943561299,6.324764940022591,53.19583817619636,76.61129265601458,0.843,True,True,False,laplace,0.0
real_loto__P025__trial_02,146,P025,group_01,P025__trial_02,P025__trial_02,lead_me,EDR-1,C,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,42.03841064013285,6.4061730008282405,30.477998656946664,54.52886920649988,0.0,False,False,False,laplace,0.0
real_loto__P025__trial_02,146,P025,group_01,P025__trial_02,P025__trial_02,lead_me,EDR-1,D,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),30.0,58.85822389487825,6.395077938650959,46.97620250551551,70.58888188438092,0.128,False,False,False,laplace,0.0
real_loto__P025__trial_02,146,P025,group_01,P025__trial_02,P025__trial_02,lead_me,EDR-1,E,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),21.0,52.3481465026772,6.251189515530664,39.51163874119514,63.48173407357226,0.007,False,False,False,laplace,0.0
