prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P025__trial_04,148,P025,group_01,P025__trial_04,P025__trial_04,lead_me,FM-1,A,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),13.0,30.50722367781731,6.334782379690181,19.246239463043672,42.95480033900207,0.0,False,False,False,laplace,0.0
real_loto__P025__trial_04,148,P025,group_01,P025__trial_04,P025__trial_04,lead_me,FM-1,B,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),29.0,41.03604755362884,6.384347987755286,28.503082015435623,52.81083442376289,0.006,False,False,False,laplace,0.0
real_loto__P025__trial_04,148,P025,group_01,P025__trial_04,P025__trial_04,lead_me,FM-1,C,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),85.0,53.92592908074905,6.40504294017664,42.069780834263966,66.13881308104328,0.878,True,True,False,laplace,0.0
real_loto__P025__trial_04,148,P025,group_01,P025__trial_04,P025__trial_04,lead_me,FM-1,D,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),55.0,42.24723113248737,6.480243208603032,31.354575559031463,55.59792524872115,0.006,False,False,False,laplace,0.0
real_loto__P025__trial_04,148,P025,group_01,P025__trial_04,P025__trial_04,lead_me,FM-1,E,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),46.0,47.67019829010195,6.316260266718627,35.73650473313487,59.51010344270644,0.11,False,False,False,laplace,0.0
