prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P026__trial_06,156,P026,group_02,P026__trial_06,P026__trial_06,in_the_meantime,FM-1,A,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),34.0,55.748951248544834,6.552574401470279,41.504156369122356,66.08762839083245,0.006,False,False,False,laplace,0.0
real_loto__P026__trial_06,156,P026,group_02,P026__trial_06,P026__trial_06,in_the_meantime,FM-1,B,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),95.0,19.652359503524742,6.308438251125529,7.541079837100796,30.72413081834266,0.0,False,False,False,laplace,0.001
real_loto__P026__trial_06,156,P026,group_02,P026__trial_06,P026__trial_06,in_the_meantime,FM-1,C,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),60.0,70.05675974009874,6.376612854759118,57.10630108409358,81.20311562254653,0.977,True,True,False,laplace,0.0
real_loto__P026__trial_06,156,P026,group_02,P026__trial_06,P026__trial_06,in_the_meantime,FM-1,D,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),24.0,56.989849122494114,6.594103830712822,45.29421527724137,69.80947565283003,0.017,False,False,False,laplace,0.0
real_loto__P026__trial_06,156,P026,group_02,P026__trial_06,P026__trial_06,in_the_meantime,FM-1,E,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),76.0,43.60445026618467,6.342619819445952,31.611620663399563,55.06626341092329,0.0,False,False,False,laplace,0.0
