prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P014__trial_03,81,P014,group_01,P014__trial_03,P014__trial_03,lead_me,FM-1,A,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),44.0,32.08909802252384,6.2517570185106415,21.10539046815617,44.04922658220723,0.0,False,False,False,laplace,0.0
real_loto__P014__trial_03,81,P014,group_01,P014__trial_03,P014__trial_03,lead_me,FM-1,B,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),60.0,56.41386681040562,6.271487961258851,45.14204806605233,67.73908981854487,0.863,True,True,False,laplace,0.0
real_loto__P014__trial_03,81,P014,group_01,P014__trial_03,P014__trial_03,lead_me,FM-1,C,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),11.0,50.52969893182356,6.185190392508704,39.64581782923568,62.00779382597237,0.127,False,False,False,laplace,0.0
real_loto__P014__trial_03,81,P014,group_01,P014__trial_03,P014__trial_03,lead_me,FM-1,D,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),76.0,43.97248137314988,6.348602925361965,32.6368709678999,56.13028334710032,0.008,False,False,False,laplace,0.0
real_loto__P014__trial_03,81,P014,group_01,P014__trial_03,P014__trial_03,lead_me,FM-1,E,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,41.95422286932719,6.415752986210042,29.996736113780983,54.26062331862459,0.002,False,False,False,laplace,0.0
