prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P015__trial_06,90,P015,group_01,P015__trial_06,P015__trial_06,id_like_to_know,FM-1,A,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),66.0,77.71532703220643,6.403114182746293,66.15812550901522,90.57009574472171,0.837,True,True,False,laplace,0.0
real_loto__P015__trial_06,90,P015,group_01,P015__trial_06,P015__trial_06,id_like_to_know,FM-1,B,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,65.46169016598722,6.332188630614497,53.26961854472374,76.25994003002788,0.005,False,False,False,laplace,0.0
real_loto__P015__trial_06,90,P015,group_01,P015__trial_06,P015__trial_06,id_like_to_know,FM-1,C,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),25.0,67.78142386128354,6.24959072098043,56.51940260301883,79.65131849331271,0.015,False,False,False,laplace,0.0
real_loto__P015__trial_06,90,P015,group_01,P015__trial_06,P015__trial_06,id_like_to_know,FM-1,D,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),92.0,72.10033573540169,6.409041136028204,59.42571324661388,83.35287652661852,0.143,False,False,False,laplace,0.0
real_loto__P015__trial_06,90,P015,group_01,P015__trial_06,P015__trial_06,id_like_to_know,FM-1,E,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),74.0,60.04356892236773,6.399512917668924,47.23802789480024,71.3430682893417,0.0,False,False,False,laplace,0.0
