prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P009__trial_01,49,P009,group_02,P009__trial_01,P009__trial_01,pouring_room,FM-1,A,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,68.65252307489212,6.644521849323899,56.01092903075292,81.04447517462378,0.342,False,False,False,laplace,0.0
real_loto__P009__trial_01,49,P009,group_02,P009__trial_01,P009__trial_01,pouring_room,FM-1,B,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,31.429428279314383,6.854414156901315,18.57929396766776,43.92870648002017,0.0,False,False,False,laplace,0.0
real_loto__P009__trial_01,49,P009,group_02,P009__trial_01,P009__trial_01,pouring_room,FM-1,C,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),26.0,54.70727590213226,6.578323298266954,42.043554205152745,66.76709870940286,0.0,False,False,False,laplace,0.0
real_loto__P009__trial_01,49,P009,group_02,P009__trial_01,P009__trial_01,pouring_room,FM-1,D,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),76.0,71.16173761057257,6.639472732129036,59.457928069273585,84.5686086734494,0.658,True,True,False,laplace,0.0
real_loto__P009__trial_01,49,P009,group_02,P009__trial_01,P009__trial_01,pouring_room,FM-1,E,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),52.0,52.8381934089828,6.6772691715909565,40.84934589040278,65.05531123620622,0.0,False,False,False,laplace,0.0
