prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P029__trial_05,173,P029,group_02,P029__trial_05,P029__trial_05,pouring_room,FM-1,A,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),17.0,44.68913427110603,6.432571635468642,33.60239197092304,57.78391668493799,0.0,False,False,False,laplace,0.0
real_loto__P029__trial_05,173,P029,group_02,P029__trial_05,P029__trial_05,pouring_room,FM-1,B,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),99.0,61.81878661170461,6.612598487886215,49.57568739784187,73.73630121552443,0.593,True,True,False,laplace,0.0
real_loto__P029__trial_05,173,P029,group_02,P029__trial_05,P029__trial_05,pouring_room,FM-1,C,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),72.0,60.3144553128014,6.4702534331165085,47.479311868494854,72.02416684457832,0.407,False,False,False,laplace,0.0
real_loto__P029__trial_05,173,P029,group_02,P029__trial_05,P029__trial_05,pouring_room,FM-1,D,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),28.0,45.88993106467885,6.642180019530259,34.37917915387354,58.85333280903196,0.0,False,False,False,laplace,0.0
real_loto__P029__trial_05,173,P029,group_02,P029__trial_05,P029__trial_05,pouring_room,FM-1,E,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,22.460786478696246,6.626651155303734,10.99967302346302,35.31845554749367,0.0,False,False,False,laplace,0.001
