prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P026__trial_01,151,P026,group_02,P026__trial_01,P026__trial_01,in_the_meantime,EDR-2,A,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),20.0,67.89557245256155,6.441663216500445,54.133791288448734,78.38217278037281,0.008,False,False,False,laplace,0.0
real_loto__P026__trial_01,151,P026,group_02,P026__trial_01,P026__trial_01,in_the_meantime,EDR-2,B,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),35.0,32.78625352223587,6.267206212969628,22.156763138664203,46.46209209157388,0.0,False,False,False,laplace,0.0
real_loto__P026__trial_01,151,P026,group_02,P026__trial_01,P026__trial_01,in_the_meantime,EDR-2,C,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),85.0,81.35797048070549,6.37263250346343,69.51123680767728,92.9270121831882,0.976,True,True,False,laplace,0.001
real_loto__P026__trial_01,151,P026,group_02,P026__trial_01,P026__trial_01,in_the_meantime,EDR-2,D,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),28.0,68.7476326093466,6.456404707136477,56.47740265600273,80.19428151173652,0.016,False,False,False,laplace,0.0
real_loto__P026__trial_01,151,P026,group_02,P026__trial_01,P026__trial_01,in_the_meantime,EDR-2,E,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),74.0,55.64111979951211,6.584116402204107,44.00144273135774,68.76408318839987,0.0,False,False,False,laplace,0.0
