prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P024__trial_02,140,P024,group_01,P024__trial_02,P024__trial_02,lead_me,FM-1,A,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),8.0,49.160471049116374,6.140828702894591,37.452635800383,59.940948309538804,0.16,False,False,False,laplace,0.0
real_loto__P024__trial_02,140,P024,group_01,P024__trial_02,P024__trial_02,lead_me,FM-1,B,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),3.0,31.350511676754525,6.353388075246773,19.702402158698543,43.362736688818416,0.0,False,False,False,laplace,0.0
real_loto__P024__trial_02,140,P024,group_01,P024__trial_02,P024__trial_02,lead_me,FM-1,C,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),94.0,54.38694420062021,6.31203166027427,42.827489045147416,66.22326008740967,0.831,True,True,False,laplace,0.0
real_loto__P024__trial_02,140,P024,group_01,P024__trial_02,P024__trial_02,lead_me,FM-1,D,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),75.0,42.446642968064104,6.425737901082127,30.997052994866664,54.97023047780213,0.005,False,False,False,laplace,0.0
real_loto__P024__trial_02,140,P024,group_01,P024__trial_02,P024__trial_02,lead_me,FM-1,E,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),50.0,41.629719606756524,6.316313272173972,30.538628609452388,53.717337933414484,0.004,False,False,False,laplace,0.0
