prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P029__trial_01,169,P029,group_02,P029__trial_01,P029__trial_01,pouring_room,EDR-1,A,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),15.0,51.36844888509486,6.463257000332872,39.77113901177048,63.67120402046875,0.001,False,False,False,laplace,0.0
real_loto__P029__trial_01,169,P029,group_02,P029__trial_01,P029__trial_01,pouring_room,EDR-1,B,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),7.0,28.837038338590965,6.898294378595553,16.039913237785626,41.79683672679064,0.0,False,False,False,laplace,0.0
real_loto__P029__trial_01,169,P029,group_02,P029__trial_01,P029__trial_01,pouring_room,EDR-1,C,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),89.0,68.58887680835662,6.60052656407092,55.644966692180574,80.17241547288411,0.608,True,True,False,laplace,0.0
real_loto__P029__trial_01,169,P029,group_02,P029__trial_01,P029__trial_01,pouring_room,EDR-1,D,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),73.0,66.94182361408704,6.585187699183679,54.88744939408469,79.21449637777033,0.391,False,False,False,laplace,0.0
real_loto__P029__trial_01,169,P029,group_02,P029__trial_01,P029__trial_01,pouring_room,EDR-1,E,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),50.0,51.74903314765085,6.725533540105409,38.517416493315,63.934447205711606,0.0,False,False,False,laplace,0.0
