prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P009__trial_02,50,P009,group_02,P009__trial_02,P009__trial_02,in_the_meantime,FM-1,A,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),18.0,43.103546543880164,6.4001593720839525,30.721803894075837,54.518292891371004,0.0,False,False,False,laplace,0.0
real_loto__P009__trial_02,50,P009,group_02,P009__trial_02,P009__trial_02,in_the_meantime,FM-1,B,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),45.0,68.33126122851623,6.325746562632419,57.00283787804331,80.17018576720051,0.994,True,True,False,laplace,0.0
real_loto__P009__trial_02,50,P009,group_02,P009__trial_02,P009__trial_02,in_the_meantime,FM-1,C,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),72.0,53.69411724363,6.422548243206911,41.43570580501087,65.5228335157073,0.004,False,False,False,laplace,0.0
real_loto__P009__trial_02,50,P009,group_02,P009__trial_02,P009__trial_02,in_the_meantime,FM-1,D,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),98.0,52.19035152323997,6.737882196155839,38.42751401422284,64.00622089886447,0.002,False,False,False,laplace,0.0
real_loto__P009__trial_02,50,P009,group_02,P009__trial_02,P009__trial_02,in_the_meantime,FM-1,E,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,19.488318003177298,6.49226558057549,6.920519095846753,31.048280854661932,0.0,False,False,False,laplace,0.002
