prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P018__trial_04,106,P018,group_02,P018__trial_04,P018__trial_04,in_the_meantime,FM-1,A,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,27.743524153652903,6.293618128940277,15.993957805766925,40.05964548840035,0.0,False,False,False,laplace,0.0
real_loto__P018__trial_04,106,P018,group_02,P018__trial_04,P018__trial_04,in_the_meantime,FM-1,B,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,77.5888077893419,6.450398209271628,65.88206212248005,89.65716703817516,0.987,True,True,False,laplace,0.0
real_loto__P018__trial_04,106,P018,group_02,P018__trial_04,P018__trial_04,in_the_meantime,FM-1,C,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,51.56540450475672,6.395187311200731,40.164148784036364,63.925821459830566,0.0,False,False,False,laplace,0.0
real_loto__P018__trial_04,106,P018,group_02,P018__trial_04,P018__trial_04,in_the_meantime,FM-1,D,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,63.02147780837302,6.462954705366839,52.02736931383042,75.43650279239075,0.003,False,False,False,laplace,0.0
real_loto__P018__trial_04,106,P018,group_02,P018__trial_04,P018__trial_04,in_the_meantime,FM-1,E,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,63.467017018180876,6.339764847650021,51.449666691784174,74.57483705315198,0.01,False,False,False,laplace,0.0
