prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P012__trial_01,67,P012,group_01,P012__trial_01,P012__trial_01,lead_me,EDR-1,A,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),72.0,15.186766950935981,6.362390691673668,2.572990768820481,25.667124467033318,0.065,False,False,False,laplace,0.007
real_loto__P012__trial_01,67,P012,group_01,P012__trial_01,P012__trial_01,lead_me,EDR-1,B,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),63.0,-1.1221683720739426,6.091716743439749,-13.235253401768237,9.750455913800565,0.0,False,False,False,laplace,0.567
real_loto__P012__trial_01,67,P012,group_01,P012__trial_01,P012__trial_01,lead_me,EDR-1,C,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),0.0,12.097007542622853,5.92772526463689,2.081236692420717,23.273901615295483,0.013,False,False,False,laplace,0.02
real_loto__P012__trial_01,67,P012,group_01,P012__trial_01,P012__trial_01,lead_me,EDR-1,D,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),100.0,8.425129921486375,6.138795149375622,-3.1167824654881997,19.524642301344507,0.001,False,False,False,laplace,0.079
real_loto__P012__trial_01,67,P012,group_01,P012__trial_01,P012__trial_01,lead_me,EDR-1,E,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),12.0,23.17298184299413,6.266627875248635,12.15476807888804,35.51273050071806,0.921,True,True,False,laplace,0.0
