prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P028__trial_04,166,P028,group_01,P028__trial_04,P028__trial_04,id_like_to_know,FM-1,A,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),23.0,30.867447158554498,6.308529589144931,20.262633679153275,43.72740385899278,0.0,False,False,False,laplace,0.0
real_loto__P028__trial_04,166,P028,group_01,P028__trial_04,P028__trial_04,id_like_to_know,FM-1,B,id_like_to_know_pxl_s1,mix_9ffcd672af17,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),87.0,35.00355009253619,6.203286194535575,23.96788459565076,46.67813725549825,0.012,False,False,False,laplace,0.0
real_loto__P028__trial_04,166,P028,group_01,P028__trial_04,P028__trial_04,id_like_to_know,FM-1,C,id_like_to_know_pxl_s2,mix_6f8b655d7999,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),75.0,46.356831790479376,6.300790215006683,34.16914343309942,58.652937587232586,0.806,True,True,False,laplace,0.0
real_loto__P028__trial_04,166,P028,group_01,P028__trial_04,P028__trial_04,id_like_to_know,FM-1,D,id_like_to_know_pxl_s3,mix_65f41f41d3ab,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),96.0,41.05187806404453,6.312472184157504,28.638765143733053,52.3765748774532,0.145,False,False,False,laplace,0.0
real_loto__P028__trial_04,166,P028,group_01,P028__trial_04,P028__trial_04,id_like_to_know,FM-1,E,id_like_to_know_pxl_s7,mix_b393d3919c78,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),10.0,38.001376190618764,6.174438486770998,26.547476825068383,48.862748298303785,0.037,False,False,False,laplace,0.0
