prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P013__trial_03,75,P013,group_02,P013__trial_03,P013__trial_03,pouring_room,FM-1,A,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),76.0,68.83449052922226,6.319897078602425,57.747921945367096,80.66909813010352,0.0,False,False,False,laplace,0.0
real_loto__P013__trial_03,75,P013,group_02,P013__trial_03,P013__trial_03,pouring_room,FM-1,B,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),76.0,45.24566615619442,6.5728272853269685,33.248304882766924,57.78765079502632,0.0,False,False,False,laplace,0.0
real_loto__P013__trial_03,75,P013,group_02,P013__trial_03,P013__trial_03,pouring_room,FM-1,C,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),76.0,84.68123965376193,6.429953346038907,72.18381042939784,96.0145242942474,0.347,False,False,False,laplace,0.011
real_loto__P013__trial_03,75,P013,group_02,P013__trial_03,P013__trial_03,pouring_room,FM-1,D,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),76.0,67.52917484927316,6.51643020177779,56.34496367882062,80.51403100976809,0.0,False,False,False,laplace,0.0
real_loto__P013__trial_03,75,P013,group_02,P013__trial_03,P013__trial_03,pouring_room,FM-1,E,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),76.0,86.80771629581209,6.384345448958219,74.19499451121388,97.36670150737055,0.653,True,True,False,laplace,0.018
