prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P004__trial_02,20,P004,group_01,P004__trial_02,P004__trial_02,id_like_to_know,FM-1,A,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),49.0,43.271822629499646,6.42255778517288,31.65381346387391,54.7968732129557,0.752,True,True,False,laplace,0.0
real_loto__P004__trial_02,20,P004,group_01,P004__trial_02,P004__trial_02,id_like_to_know,FM-1,B,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,39.45034395741883,6.151679016459837,29.110570045990688,51.494220779855524,0.222,False,False,False,laplace,0.0
real_loto__P004__trial_02,20,P004,group_01,P004__trial_02,P004__trial_02,id_like_to_know,FM-1,C,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,33.90021485575413,6.218713915949241,22.412494366021907,45.31176766693253,0.02,False,False,False,laplace,0.0
real_loto__P004__trial_02,20,P004,group_01,P004__trial_02,P004__trial_02,id_like_to_know,FM-1,D,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,32.708714471337224,6.306246997892695,21.22121337319139,44.97419324331049,0.006,False,False,False,laplace,0.0
real_loto__P004__trial_02,20,P004,group_01,P004__trial_02,P004__trial_02,id_like_to_know,FM-1,E,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),75.0,25.249719834045578,6.131960221739298,13.40533189174974,36.20249237552156,0.0,False,False,False,laplace,0.0
