prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P015__trial_05,89,P015,group_01,P015__trial_05,P015__trial_05,lead_me,FM-1,A,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),77.0,60.71868297890971,6.693215516277616,48.13731291366864,73.03111500383288,0.003,False,False,False,laplace,0.0
real_loto__P015__trial_05,89,P015,group_01,P015__trial_05,P015__trial_05,lead_me,FM-1,B,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),91.0,61.872616040642505,6.3361149364087614,49.425367196470546,73.50983171207011,0.012,False,False,False,laplace,0.0
real_loto__P015__trial_05,89,P015,group_01,P015__trial_05,P015__trial_05,lead_me,FM-1,C,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),55.0,50.16288701455853,6.549465334469999,36.85495325184526,61.242621880265844,0.0,False,False,False,laplace,0.0
real_loto__P015__trial_05,89,P015,group_01,P015__trial_05,P015__trial_05,lead_me,FM-1,D,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),66.0,67.88216362184379,6.536028726062308,55.388398383070474,80.28383251143958,0.115,False,False,False,laplace,0.0
real_loto__P015__trial_05,89,P015,group_01,P015__trial_05,P015__trial_05,lead_me,FM-1,E,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,74.05306970425323,6.670807324866853,62.00939336452468,85.83818011560645,0.87,True,True,False,laplace,0.0
