prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P020__trial_04,118,P020,group_02,P020__trial_04,P020__trial_04,pouring_room,EDR-2,A,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),91.0,71.76541634691063,6.683911680222753,59.83094942734474,85.29095622935303,0.0,False,False,False,laplace,0.0
real_loto__P020__trial_04,118,P020,group_02,P020__trial_04,P020__trial_04,pouring_room,EDR-2,B,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),93.0,87.44898553387243,6.3406410464523315,75.04745614506521,98.69495383069469,0.378,False,False,False,laplace,0.024
real_loto__P020__trial_04,118,P020,group_02,P020__trial_04,P020__trial_04,pouring_room,EDR-2,C,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),95.0,70.64635207375366,6.577045121358533,58.71255519819932,83.05427877110434,0.0,False,False,False,laplace,0.0
real_loto__P020__trial_04,118,P020,group_02,P020__trial_04,P020__trial_04,pouring_room,EDR-2,D,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,89.23402411787522,6.3614441156929,78.0766292535173,101.24590551771256,0.622,True,True,False,laplace,0.042
real_loto__P020__trial_04,118,P020,group_02,P020__trial_04,P020__trial_04,pouring_room,EDR-2,E,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),80.0,48.25677829948623,6.525043480282581,37.328844202808384,62.04864556574958,0.0,False,False,False,laplace,0.0
