prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P029__trial_06,174,P029,group_02,P029__trial_06,P029__trial_06,in_the_meantime,FM-1,A,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),25.0,32.56581777911934,6.431115172454347,21.389334777058085,44.661150504533616,0.0,False,False,False,laplace,0.0
real_loto__P029__trial_06,174,P029,group_02,P029__trial_06,P029__trial_06,in_the_meantime,FM-1,B,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),47.0,43.12011866319939,6.304583346119538,31.898116640380813,55.869297370922396,0.008,False,False,False,laplace,0.0
real_loto__P029__trial_06,174,P029,group_02,P029__trial_06,P029__trial_06,in_the_meantime,FM-1,C,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,9.251008498949808,6.596817396924964,-2.9680565864504445,21.21984739018422,0.0,False,False,False,laplace,0.087
real_loto__P029__trial_06,174,P029,group_02,P029__trial_06,P029__trial_06,in_the_meantime,FM-1,D,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),66.0,43.60669575641204,6.450341771821645,32.32994346727938,56.16976437263862,0.016,False,False,False,laplace,0.0
real_loto__P029__trial_06,174,P029,group_02,P029__trial_06,P029__trial_06,in_the_meantime,FM-1,E,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),92.0,56.85241783875348,6.506149969190055,44.88469678377874,68.8295902145631,0.976,True,True,False,laplace,0.0
