prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P025__trial_05,149,P025,group_01,P025__trial_05,P025__trial_05,lead_me,EDR-2,A,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),16.0,37.45037395399192,6.452137701511039,25.67987908981627,49.33485475819359,0.0,False,False,False,laplace,0.0
real_loto__P025__trial_05,149,P025,group_01,P025__trial_05,P025__trial_05,lead_me,EDR-2,B,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),75.0,48.639590307084404,6.36544106962146,36.61712549479802,60.167289097457086,0.008,False,False,False,laplace,0.0
real_loto__P025__trial_05,149,P025,group_01,P025__trial_05,P025__trial_05,lead_me,EDR-2,C,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),98.0,53.57695263980179,6.28521262467532,41.888334674517935,65.29836903564608,0.094,False,False,False,laplace,0.0
real_loto__P025__trial_05,149,P025,group_01,P025__trial_05,P025__trial_05,lead_me,EDR-2,D,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),88.0,60.67439271710758,6.297716082708103,49.528130344891586,73.3667056746533,0.893,True,True,False,laplace,0.0
real_loto__P025__trial_05,149,P025,group_01,P025__trial_05,P025__trial_05,lead_me,EDR-2,E,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),49.0,47.47404592239265,6.374758860380889,36.23506735740737,59.28951893440517,0.005,False,False,False,laplace,0.0
