prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P009__trial_03,51,P009,group_02,P009__trial_03,P009__trial_03,in_the_meantime,EDR-1,A,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),27.0,61.21126364599817,6.47132511827471,49.75110797182968,73.35068562343818,0.01,False,False,False,laplace,0.0
real_loto__P009__trial_03,51,P009,group_02,P009__trial_03,P009__trial_03,in_the_meantime,EDR-1,B,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),45.0,61.72232413338527,6.262582337322506,49.12398166061851,72.94702419643201,0.008,False,False,False,laplace,0.0
real_loto__P009__trial_03,51,P009,group_02,P009__trial_03,P009__trial_03,in_the_meantime,EDR-1,C,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),68.0,49.031234788186225,6.547573584814603,37.05730280193353,61.51382412319229,0.0,False,False,False,laplace,0.0
real_loto__P009__trial_03,51,P009,group_02,P009__trial_03,P009__trial_03,in_the_meantime,EDR-1,D,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),88.0,74.7410999669936,6.488259109144487,63.35450336221894,86.88739527149151,0.982,True,True,False,laplace,0.0
real_loto__P009__trial_03,51,P009,group_02,P009__trial_03,P009__trial_03,in_the_meantime,EDR-1,E,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),8.0,26.703128112542267,6.630102631275989,15.179462842487247,39.7278275217146,0.0,False,False,False,laplace,0.0
