prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P013__trial_01,73,P013,group_02,P013__trial_01,P013__trial_01,in_the_meantime,EDR-1,A,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),91.0,63.749662284592105,6.580794843072292,51.905943900460244,76.35535923393333,0.0,False,False,False,laplace,0.0
real_loto__P013__trial_01,73,P013,group_02,P013__trial_01,P013__trial_01,in_the_meantime,EDR-1,B,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),25.0,41.38146291664783,6.503944796620619,29.23439823268616,53.99060359003844,0.0,False,False,False,laplace,0.0
real_loto__P013__trial_01,73,P013,group_02,P013__trial_01,P013__trial_01,in_the_meantime,EDR-1,C,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,75.30743845923875,6.395640329155063,63.27110200696279,87.52658683705582,0.004,False,False,False,laplace,0.0
real_loto__P013__trial_01,73,P013,group_02,P013__trial_01,P013__trial_01,in_the_meantime,EDR-1,D,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),76.0,90.16290434327686,6.3940586668847015,78.55924135280706,101.74088594981028,0.993,True,True,False,laplace,0.066
real_loto__P013__trial_01,73,P013,group_02,P013__trial_01,P013__trial_01,in_the_meantime,EDR-1,E,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),82.0,75.10183282592844,6.4311167142515115,64.18265733653587,87.89223297828337,0.003,False,False,False,laplace,0.0
