prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P020__trial_05,119,P020,group_02,P020__trial_05,P020__trial_05,in_the_meantime,EDR-1,A,in_the_meantime_du_k,mix_56e65a3ce054,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),75.0,35.00944093573202,6.5552900484873735,23.116028782221065,47.41500038644759,0.0,False,False,False,laplace,0.0
real_loto__P020__trial_05,119,P020,group_02,P020__trial_05,P020__trial_05,in_the_meantime,EDR-1,B,in_the_meantime_du_i,mix_9baa86357fd4,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),90.0,69.92372443993172,6.419656835683693,57.71419188737665,80.99052566106681,0.011,False,False,False,laplace,0.0
real_loto__P020__trial_05,119,P020,group_02,P020__trial_05,P020__trial_05,in_the_meantime,EDR-1,C,in_the_meantime_du_h,mix_302f0efe8a80,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),88.0,82.85762440327193,6.485654902381197,71.1542743886061,94.87779961532256,0.977,True,True,False,laplace,0.005
real_loto__P020__trial_05,119,P020,group_02,P020__trial_05,P020__trial_05,in_the_meantime,EDR-1,D,in_the_meantime_qut_pro,mix_cdaef40f2b94,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),94.0,69.11403661794785,6.417083313184738,57.637777088220574,81.84111261373342,0.012,False,False,False,laplace,0.0
real_loto__P020__trial_05,119,P020,group_02,P020__trial_05,P020__trial_05,in_the_meantime,EDR-1,E,in_the_meantime_qut_b,mix_c7bdcba64775,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),90.0,56.920483555545566,6.403730752781386,43.882923641699364,67.81722575241662,0.0,False,False,False,laplace,0.0
