prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P026__trial_06,156,P026,group_02,P026__trial_06,P026__trial_06,in_the_meantime,FM-1,A,in_the_meantime_du_i,mix_9baa86357fd4,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),34.0,57.79258522899033,6.600220055768548,45.06364110004877,69.93291730251724,0.017,False,False,False,laplace,0.0
real_loto__P026__trial_06,156,P026,group_02,P026__trial_06,P026__trial_06,in_the_meantime,FM-1,B,in_the_meantime_du_k,mix_56e65a3ce054,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),95.0,20.41899976622335,6.3627777224709625,8.526764395046158,32.25782162177771,0.0,False,False,False,laplace,0.002
real_loto__P026__trial_06,156,P026,group_02,P026__trial_06,P026__trial_06,in_the_meantime,FM-1,C,in_the_meantime_du_h,mix_302f0efe8a80,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),60.0,69.51992086829458,6.384829317057424,57.237275038931635,81.23476512895222,0.974,True,True,False,laplace,0.0
real_loto__P026__trial_06,156,P026,group_02,P026__trial_06,P026__trial_06,in_the_meantime,FM-1,D,in_the_meantime_qut_pro,mix_cdaef40f2b94,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),24.0,56.828840685902485,6.364850170125305,44.76253738509455,68.71436958703055,0.009,False,False,False,laplace,0.0
real_loto__P026__trial_06,156,P026,group_02,P026__trial_06,P026__trial_06,in_the_meantime,FM-1,E,in_the_meantime_qut_b,mix_c7bdcba64775,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),76.0,43.56118328479131,6.578421539095196,32.52721030845382,57.025209686530076,0.0,False,False,False,laplace,0.0
