prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P016__trial_04,94,P016,group_01,P016__trial_04,P016__trial_04,lead_me,EDR-2,A,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),71.0,61.62198311885491,6.3430538579670035,49.469213340424595,73.08550406631284,0.862,True,True,False,laplace,0.0
real_loto__P016__trial_04,94,P016,group_01,P016__trial_04,P016__trial_04,lead_me,EDR-2,B,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),22.0,55.465942288509034,6.637330683311027,43.30678371576333,67.74193583239516,0.122,False,False,False,laplace,0.0
real_loto__P016__trial_04,94,P016,group_01,P016__trial_04,P016__trial_04,lead_me,EDR-2,C,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),20.0,50.72232740799799,6.487825744641699,37.73904361103692,62.113125590140804,0.013,False,False,False,laplace,0.0
real_loto__P016__trial_04,94,P016,group_01,P016__trial_04,P016__trial_04,lead_me,EDR-2,D,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),26.0,48.91794428039863,6.302304988609087,37.07427328149781,60.07276882217911,0.003,False,False,False,laplace,0.0
real_loto__P016__trial_04,94,P016,group_01,P016__trial_04,P016__trial_04,lead_me,EDR-2,E,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),79.0,38.0855172602315,6.446875424261438,27.73168103536839,52.08838027845147,0.0,False,False,False,laplace,0.0
