prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P026__trial_05,155,P026,group_02,P026__trial_05,P026__trial_05,pouring_room,FM-1,A,pouring_room_mcg_t,mix_be2ccd4c43ff,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),32.0,32.18098970008782,6.581499853702209,19.659216784259005,44.146060593952704,0.0,False,False,False,laplace,0.0
real_loto__P026__trial_05,155,P026,group_02,P026__trial_05,P026__trial_05,pouring_room,FM-1,B,pouring_room_mcg_pro1,mix_132e75f34470,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),71.0,69.36547819498863,6.416981546521148,56.952231816118434,80.68119341002895,0.358,False,False,False,laplace,0.0
real_loto__P026__trial_05,155,P026,group_02,P026__trial_05,P026__trial_05,pouring_room,FM-1,C,pouring_room_mcg_v,mix_e08faaf8bbb3,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),57.0,54.86573112666728,6.2330383449517175,42.54345775161284,65.91043371582701,0.0,False,False,False,laplace,0.0
real_loto__P026__trial_05,155,P026,group_02,P026__trial_05,P026__trial_05,pouring_room,FM-1,D,pouring_room_mcg_r,mix_0ba76f420c1d,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),92.0,71.47251036626714,6.558222710440025,59.127389653942274,83.2627320928033,0.642,True,True,False,laplace,0.0
real_loto__P026__trial_05,155,P026,group_02,P026__trial_05,P026__trial_05,pouring_room,FM-1,E,pouring_room_mcg_x,mix_cbf8555ee2b2,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),83.0,53.11234663643112,6.75080250059593,40.06207337468036,65.4329048369564,0.0,False,False,False,laplace,0.0
