prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P006__trial_05,35,P006,group_01,P006__trial_05,P006__trial_05,id_like_to_know,FM-1,A,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),26.0,47.5823915471717,6.351876111425779,36.03110630188248,59.58259318025639,0.0,False,False,False,laplace,0.0
real_loto__P006__trial_05,35,P006,group_01,P006__trial_05,P006__trial_05,id_like_to_know,FM-1,B,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),19.0,53.331921409365066,6.295370782075326,41.588365109706636,64.67852679495083,0.002,False,False,False,laplace,0.0
real_loto__P006__trial_05,35,P006,group_01,P006__trial_05,P006__trial_05,id_like_to_know,FM-1,C,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),86.0,58.7118709887147,6.504608414731542,46.57165461102218,70.20342365536446,0.108,False,False,False,laplace,0.0
real_loto__P006__trial_05,35,P006,group_01,P006__trial_05,P006__trial_05,id_like_to_know,FM-1,D,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),33.0,65.20052919889906,6.407468604102491,53.852495338245504,78.38888770773954,0.873,True,True,False,laplace,0.0
real_loto__P006__trial_05,35,P006,group_01,P006__trial_05,P006__trial_05,id_like_to_know,FM-1,E,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),41.0,54.47204673385545,6.23553638687508,43.38641998594375,65.92778406640032,0.017,False,False,False,laplace,0.0
