prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P018__trial_04,106,P018,group_02,P018__trial_04,P018__trial_04,in_the_meantime,FM-1,A,in_the_meantime_du_k,mix_56e65a3ce054,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),0.0,29.161166626669512,6.186631410396814,18.20571983890138,40.527891791494376,0.0,False,False,False,laplace,0.0
real_loto__P018__trial_04,106,P018,group_02,P018__trial_04,P018__trial_04,in_the_meantime,FM-1,B,in_the_meantime_du_h,mix_302f0efe8a80,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),0.0,77.04686597225641,6.26528528142449,65.84243912793013,89.72224666139303,0.987,True,True,False,laplace,0.0
real_loto__P018__trial_04,106,P018,group_02,P018__trial_04,P018__trial_04,in_the_meantime,FM-1,C,in_the_meantime_qut_b,mix_c7bdcba64775,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),0.0,51.52807497303159,6.2754295836407135,38.70094436194149,62.171391564108774,0.0,False,False,False,laplace,0.0
real_loto__P018__trial_04,106,P018,group_02,P018__trial_04,P018__trial_04,in_the_meantime,FM-1,D,in_the_meantime_du_i,mix_9baa86357fd4,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),0.0,64.2814831624675,6.240895784970505,51.917621344839645,75.16335029682412,0.007,False,False,False,laplace,0.0
real_loto__P018__trial_04,106,P018,group_02,P018__trial_04,P018__trial_04,in_the_meantime,FM-1,E,in_the_meantime_qut_pro,mix_cdaef40f2b94,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),0.0,63.64558961352961,6.400633009422891,52.72804151357243,76.75007420266641,0.006,False,False,False,laplace,0.0
