prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P016__trial_02,92,P016,group_01,P016__trial_02,P016__trial_02,id_like_to_know,FM-1,A,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),47.0,36.459560766440205,6.518057404841677,25.380732341883505,49.10699353849169,0.001,False,False,False,laplace,0.0
real_loto__P016__trial_02,92,P016,group_01,P016__trial_02,P016__trial_02,id_like_to_know,FM-1,B,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),59.0,53.673934912590276,6.239661287339461,42.75162211309733,66.41788050802681,0.784,True,True,False,laplace,0.0
real_loto__P016__trial_02,92,P016,group_01,P016__trial_02,P016__trial_02,id_like_to_know,FM-1,C,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),69.0,43.0188637403063,6.297479580214823,31.868735208500848,54.753990211646126,0.008,False,False,False,laplace,0.0
real_loto__P016__trial_02,92,P016,group_01,P016__trial_02,P016__trial_02,id_like_to_know,FM-1,D,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),23.0,49.35549674005998,6.581392012048842,37.19574695480753,61.67874308849292,0.198,False,False,False,laplace,0.0
real_loto__P016__trial_02,92,P016,group_01,P016__trial_02,P016__trial_02,id_like_to_know,FM-1,E,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),34.0,42.49702420959811,6.517615266546074,30.565017969994752,54.5497793977789,0.009,False,False,False,laplace,0.0
