prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P016__trial_01,91,P016,group_01,P016__trial_01,P016__trial_01,lead_me,FM-1,A,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),61.0,36.70850204336778,6.350030499009458,23.924417976818695,47.563084966304324,0.003,False,False,False,laplace,0.0
real_loto__P016__trial_01,91,P016,group_01,P016__trial_01,P016__trial_01,lead_me,FM-1,B,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),48.0,43.51746122869524,6.375683154179697,31.227799645960285,55.25939846130953,0.089,False,False,False,laplace,0.0
real_loto__P016__trial_01,91,P016,group_01,P016__trial_01,P016__trial_01,lead_me,FM-1,C,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),24.0,27.215691704702344,6.268493676748499,16.217544066832588,39.478537957884114,0.0,False,False,False,laplace,0.0
real_loto__P016__trial_01,91,P016,group_01,P016__trial_01,P016__trial_01,lead_me,FM-1,D,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),75.0,38.42635672140128,6.486187149570318,26.922154763838385,51.968060838241136,0.013,False,False,False,laplace,0.0
real_loto__P016__trial_01,91,P016,group_01,P016__trial_01,P016__trial_01,lead_me,FM-1,E,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),48.0,50.424210187344954,6.254129361859034,39.94522111199148,63.51419941149513,0.895,True,True,False,laplace,0.0
