prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P026__trial_03,153,P026,group_02,P026__trial_03,P026__trial_03,pouring_room,EDR-1,A,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),11.0,42.05668155797651,6.6432543138470495,30.569459284311122,55.244223435086475,0.0,False,False,False,laplace,0.0
real_loto__P026__trial_03,153,P026,group_02,P026__trial_03,P026__trial_03,pouring_room,EDR-1,B,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),21.0,65.65448212539138,6.5218613495898525,53.09886565948786,77.53270075539136,0.0,False,False,False,laplace,0.0
real_loto__P026__trial_03,153,P026,group_02,P026__trial_03,P026__trial_03,pouring_room,EDR-1,C,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),68.0,80.29582300259715,6.4888796666583985,67.18139431779767,91.36624177772454,0.406,False,False,False,laplace,0.003
real_loto__P026__trial_03,153,P026,group_02,P026__trial_03,P026__trial_03,pouring_room,EDR-1,D,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),88.0,81.71745302958341,6.397578669818957,69.13580221083855,92.71300095251011,0.594,True,True,False,laplace,0.003
real_loto__P026__trial_03,153,P026,group_02,P026__trial_03,P026__trial_03,pouring_room,EDR-1,E,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),77.0,63.275453538710444,6.593198806028694,52.229464902344816,76.4323843735971,0.0,False,False,False,laplace,0.0
