prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P019__trial_04,112,P019,group_02,P019__trial_04,P019__trial_04,pouring_room,EDR-1,A,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),30.0,36.5514901157791,6.5077638948281304,24.5998088334722,48.606524487979726,0.0,False,False,False,laplace,0.0
real_loto__P019__trial_04,112,P019,group_02,P019__trial_04,P019__trial_04,pouring_room,EDR-1,B,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),94.0,74.35300315744325,6.650771645443986,61.26012761517278,85.87975678007356,0.319,False,False,False,laplace,0.0
real_loto__P019__trial_04,112,P019,group_02,P019__trial_04,P019__trial_04,pouring_room,EDR-1,C,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),80.0,76.94070533043607,6.482139182807074,65.35507294396375,88.85136374423277,0.679,True,True,False,laplace,0.001
real_loto__P019__trial_04,112,P019,group_02,P019__trial_04,P019__trial_04,pouring_room,EDR-1,D,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),86.0,59.06721990668626,6.398484259310056,47.454636655055694,71.19484162120382,0.0,False,False,False,laplace,0.0
real_loto__P019__trial_04,112,P019,group_02,P019__trial_04,P019__trial_04,pouring_room,EDR-1,E,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),38.0,58.90932268719898,6.661286511708285,46.523520264802634,71.83884173106077,0.002,False,False,False,laplace,0.0
