prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P016__trial_04,94,P016,group_01,P016__trial_04,P016__trial_04,lead_me,EDR-2,A,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),71.0,62.265957475222066,6.2543994257396305,50.68886537670695,74.31562732402492,0.868,True,True,False,laplace,0.0
real_loto__P016__trial_04,94,P016,group_01,P016__trial_04,P016__trial_04,lead_me,EDR-2,B,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),22.0,56.225861832839556,6.352620225011849,45.080204410699615,68.30627489861709,0.121,False,False,False,laplace,0.0
real_loto__P016__trial_04,94,P016,group_01,P016__trial_04,P016__trial_04,lead_me,EDR-2,C,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),20.0,50.92092660467129,6.41220346347272,39.33214384055437,63.00844388299983,0.008,False,False,False,laplace,0.0
real_loto__P016__trial_04,94,P016,group_01,P016__trial_04,P016__trial_04,lead_me,EDR-2,D,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),26.0,49.140775275171485,6.428806189062352,37.728576927362795,61.47923046050682,0.003,False,False,False,laplace,0.0
real_loto__P016__trial_04,94,P016,group_01,P016__trial_04,P016__trial_04,lead_me,EDR-2,E,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),79.0,37.282993734650624,6.308759411393693,24.57830521133614,47.9845189750771,0.0,False,False,False,laplace,0.0
