prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P014__trial_04,82,P014,group_01,P014__trial_04,P014__trial_04,id_like_to_know,FM-1,A,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),53.0,45.69596116217369,6.415615909023785,33.60910729842202,56.85393742179549,0.005,False,False,False,laplace,0.0
real_loto__P014__trial_04,82,P014,group_01,P014__trial_04,P014__trial_04,id_like_to_know,FM-1,B,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),27.0,40.440343150962555,6.396649345822786,28.402111579774274,51.681648781173685,0.0,False,False,False,laplace,0.0
real_loto__P014__trial_04,82,P014,group_01,P014__trial_04,P014__trial_04,id_like_to_know,FM-1,C,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),61.0,57.45817690921124,6.413915364636466,44.50362066604948,68.84480831078619,0.836,True,True,False,laplace,0.0
real_loto__P014__trial_04,82,P014,group_01,P014__trial_04,P014__trial_04,id_like_to_know,FM-1,D,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),77.0,51.87163140029208,6.240048705741853,40.26435118460037,62.62931004599882,0.151,False,False,False,laplace,0.0
real_loto__P014__trial_04,82,P014,group_01,P014__trial_04,P014__trial_04,id_like_to_know,FM-1,E,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,46.12068530165068,6.326886142794282,34.50559258911544,57.65880712363844,0.008,False,False,False,laplace,0.0
