prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P017__trial_05,101,P017,group_02,P017__trial_05,P017__trial_05,pouring_room,FM-1,A,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),71.0,71.25367868595616,6.683767878708423,58.520338753566186,83.42899237935536,0.668,True,True,False,laplace,0.0
real_loto__P017__trial_05,101,P017,group_02,P017__trial_05,P017__trial_05,pouring_room,FM-1,B,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),86.0,68.70738704563122,6.6348919576368415,55.87042323475205,80.87593762360831,0.332,False,False,False,laplace,0.0
real_loto__P017__trial_05,101,P017,group_02,P017__trial_05,P017__trial_05,pouring_room,FM-1,C,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,51.27925881831362,6.691056986143297,38.90201659113014,64.02690873995192,0.0,False,False,False,laplace,0.0
real_loto__P017__trial_05,101,P017,group_02,P017__trial_05,P017__trial_05,pouring_room,FM-1,D,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),50.0,53.700627379352866,6.750098735809818,41.67709613008771,66.3744422717821,0.0,False,False,False,laplace,0.0
real_loto__P017__trial_05,101,P017,group_02,P017__trial_05,P017__trial_05,pouring_room,FM-1,E,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,31.05753209130718,6.719225536348969,17.665915087766965,43.11160428872934,0.0,False,False,False,laplace,0.0
