prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P017__trial_01,97,P017,group_02,P017__trial_01,P017__trial_01,in_the_meantime,EDR-2,A,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,52.49480089676906,6.411587053065489,40.698597425492245,64.2374837368187,0.0,False,False,False,laplace,0.0
real_loto__P017__trial_01,97,P017,group_02,P017__trial_01,P017__trial_01,in_the_meantime,EDR-2,B,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),71.0,79.22864111299216,6.532384978091747,66.77679596876672,91.42064893749553,0.979,True,True,False,laplace,0.002
real_loto__P017__trial_01,97,P017,group_02,P017__trial_01,P017__trial_01,in_the_meantime,EDR-2,C,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),21.0,30.655631679337663,6.406233504606863,19.44367898353993,43.37043354754539,0.0,False,False,False,laplace,0.0
real_loto__P017__trial_01,97,P017,group_02,P017__trial_01,P017__trial_01,in_the_meantime,EDR-2,D,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),49.0,64.91353606919701,6.564034797415196,53.79900066655074,77.88716146334616,0.005,False,False,False,laplace,0.0
real_loto__P017__trial_01,97,P017,group_02,P017__trial_01,P017__trial_01,in_the_meantime,EDR-2,E,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,66.92868149757545,6.8358883860094695,55.204520772823834,79.87625333523987,0.016,False,False,False,laplace,0.0
