prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P015__trial_04,88,P015,group_01,P015__trial_04,P015__trial_04,lead_me,EDR-2,A,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),100.0,70.87719722119856,6.581916727176541,59.815555744701214,83.8799138492658,0.002,False,False,False,laplace,0.0
real_loto__P015__trial_04,88,P015,group_01,P015__trial_04,P015__trial_04,lead_me,EDR-2,B,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),64.0,84.81471426812521,6.45690484185749,73.84083565687173,97.93044500695632,0.875,True,True,False,laplace,0.004
real_loto__P015__trial_04,88,P015,group_01,P015__trial_04,P015__trial_04,lead_me,EDR-2,C,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),51.0,78.39855275871561,6.619340696753549,66.62349586572982,90.73524428051826,0.11,False,False,False,laplace,0.0
real_loto__P015__trial_04,88,P015,group_01,P015__trial_04,P015__trial_04,lead_me,EDR-2,D,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),75.0,61.3960303822611,6.538915684788131,49.05392044018733,73.46326683002613,0.0,False,False,False,laplace,0.0
real_loto__P015__trial_04,88,P015,group_01,P015__trial_04,P015__trial_04,lead_me,EDR-2,E,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),85.0,72.96599859460213,6.695037920056713,59.19825255361501,84.16016126711126,0.013,False,False,False,laplace,0.0
