prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P022__trial_04,130,P022,group_01,P022__trial_04,P022__trial_04,id_like_to_know,FM-1,A,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),47.0,36.68047690516866,6.179315936327709,25.438981248527746,47.76788704705252,0.0,False,False,False,laplace,0.0
real_loto__P022__trial_04,130,P022,group_01,P022__trial_04,P022__trial_04,id_like_to_know,FM-1,B,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),55.0,43.47386507002206,6.096439115628196,31.89215523556672,54.1303869747487,0.025,False,False,False,laplace,0.0
real_loto__P022__trial_04,130,P022,group_01,P022__trial_04,P022__trial_04,id_like_to_know,FM-1,C,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),66.0,42.04870388415496,5.867113360721461,31.79930223278309,53.659696995269336,0.002,False,False,False,laplace,0.0
real_loto__P022__trial_04,130,P022,group_01,P022__trial_04,P022__trial_04,id_like_to_know,FM-1,D,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),99.0,47.94669652612575,6.026933399929103,37.503438998842114,59.883011490255974,0.15,False,False,False,laplace,0.0
real_loto__P022__trial_04,130,P022,group_01,P022__trial_04,P022__trial_04,id_like_to_know,FM-1,E,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),75.0,53.37504533107877,6.032787044794951,41.93908546035213,64.53304216929594,0.823,True,True,False,laplace,0.0
