prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P021__trial_01,121,P021,group_01,P021__trial_01,P021__trial_01,lead_me,EDR-1,A,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),44.0,35.543499000903914,6.3249706962655186,24.58301109364623,48.128953865451734,0.0,False,False,False,laplace,0.0
real_loto__P021__trial_01,121,P021,group_01,P021__trial_01,P021__trial_01,lead_me,EDR-1,B,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),45.0,46.416858956969286,6.495544279666348,35.34592237811629,59.5980369465584,0.001,False,False,False,laplace,0.0
real_loto__P021__trial_01,121,P021,group_01,P021__trial_01,P021__trial_01,lead_me,EDR-1,C,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),48.0,47.768656221755954,6.266546439161949,36.761714029609536,60.125164480609385,0.005,False,False,False,laplace,0.0
real_loto__P021__trial_01,121,P021,group_01,P021__trial_01,P021__trial_01,lead_me,EDR-1,D,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),45.0,60.31637323185002,6.481647109486995,49.343277442994484,72.91817389435042,0.908,True,True,False,laplace,0.0
real_loto__P021__trial_01,121,P021,group_01,P021__trial_01,P021__trial_01,lead_me,EDR-1,E,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),46.0,53.344748483739814,6.3531571106047275,42.052271387798115,65.3466498137957,0.086,False,False,False,laplace,0.0
